symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
NCR,2000-01-03,2000-01-03,addition,Annual Re-ranking,4.6,-2.6087,-3.9177,1.309,-3.6957,0.555,-4.2507,2.1739,-3.0145,5.1884,8.0435,4.2551,3.7884
HOG,2000-01-28,2000-01-28,addition,Annual Re-ranking,22.29,-1.1664,2.714,-3.8805,-0.0897,4.9388,-5.0286,-4.0825,1.1415,-5.2241,12.2028,7.0472,5.1556
ROK,2000-03-12,2000-03-13,addition,None,9.64,-0.3112,-1.4162,1.105,7.9876,5.7561,2.2315,15.8714,8.8054,7.066,0.5187,4.8081,-4.2895
SCI,2000-03-15,2000-03-15,removal,Annual Re-ranking,2.24,-1.7857,4.6756,-6.4614,-5.8036,7.6305,-13.434,49.1071,3.4416,45.6655,-4.0179,6.0229,-10.0407
A,2000-06-02,2000-06-02,addition,Annual Re-ranking,45.78,-5.4609,-0.4912,-4.9697,-11.9703,-0.8542,-11.116,-9.5893,-0.1495,-9.4398,-25.9939,3.2782,-29.272
NC,2000-06-02,2000-06-02,removal,Annual Re-ranking,1.49,-0.6711,-0.4912,-0.18,-0.6711,-0.8542,0.1831,-6.0403,-0.1495,-5.8908,25.5034,3.2782,22.2252
SBUX,2000-06-07,2000-06-07,addition,Siemens AG acquired Shared Medical Systems.,3.23,2.1672,-0.3961,2.5632,1.8576,0.2462,1.6114,21.0526,0.6423,20.4104,6.8111,1.6485,5.1627
CVG,2000-06-12,2000-06-12,addition,Tribune Co. acquired Times Mirror.,2.92,0.0,1.8743,-1.8743,-6.5068,2.7133,-9.2202,2.0548,3.171,-1.1162,2.0548,3.4979,-1.4431
CSR,2000-06-15,2000-06-15,removal,Annual Re-ranking,17.78,0.0,-0.8205,0.8205,0.3937,-1.4706,1.8643,0.0,2.1633,-2.1633,4.8931,1.2468,3.6463
SANM,2000-06-20,2000-06-20,addition,Annual Re-ranking,253.5,-3.5503,-0.0426,-3.5077,-2.4408,-1.8844,-0.5564,21.4497,1.8099,19.6398,21.1538,-1.0859,22.2398
VIAV,2000-07-26,2000-07-26,addition,Market Cap change.,618.600708,-5.3793,-0.3455,-5.0338,-17.1494,-0.8853,-16.2641,-7.954,3.7249,-11.6789,-30.069,-4.0704,-25.9986
RAD,2000-07-26,2000-07-26,removal,Market Cap change.,88.75,-4.2254,-0.3455,-3.8799,-4.2254,-0.8853,-3.34,-7.0423,3.7249,-10.7672,-35.2113,-4.0704,-31.1409
DVN,2000-08-29,2000-08-29,addition,Annual Re-ranking,18.48,-1.1364,-0.9649,-0.1714,-0.2165,-1.4733,1.2569,-1.461,-4.2436,2.7826,-11.2554,-11.714,0.4586
GAP,2000-08-29,2000-08-29,removal,Annual Re-ranking,14.43,-0.9702,-0.9649,-0.0053,-9.2862,-1.4733,-7.8129,-20.6514,-4.2436,-16.4078,1.2474,-11.714,12.9614
MCO,2000-10-02,2000-10-02,addition,Annual Re-ranking,10.75,-0.186,-0.9393,0.7532,-11.7209,-2.6758,-9.0451,-4.6512,-0.6225,-4.0286,-4.2791,-10.1791,5.9
NBR,2000-10-17,2000-10-17,addition,Annual Re-ranking,1137.470581,0.7887,-0.3731,1.1618,0.4695,3.591,-3.1215,0.8451,3.5677,-2.7226,3.2864,0.3265,2.9599
NI,2000-11-01,2000-11-01,addition,Annual Re-ranking,3.6,-0.5556,0.1654,-0.721,-1.9444,-1.3344,-0.6101,5.2778,-7.1901,12.4679,5.2778,-5.0948,10.3726
EOG,2000-11-01,2000-11-01,addition,Annual Re-ranking,7.18,-2.507,0.1654,-2.6724,-2.9248,-1.3344,-1.5904,5.4318,-7.1901,12.6219,7.9387,-5.0948,13.0336
RHI,2000-12-04,2000-12-04,addition,Annual Re-ranking,20.54,-0.3895,3.2874,-3.6769,-5.6475,3.959,-9.6065,-18.3057,0.4595,-18.7653,-23.5638,-4.4774,-19.0863
CCK,2000-12-08,2000-12-08,removal,Market Cap changes.
,2.97,4.0404,3.4713,0.5691,38.0471,-1.935,39.9822,195.9596,-1.0789,197.0385,59.9327,-10.1325,70.0652
INTU,2000-12-08,2000-12-08,addition,Market Cap changes.,21.69,6.9617,3.4713,3.4904,-1.752,-1.935,0.1831,-28.2158,-1.0789,-27.1368,-10.7884,-10.1325,-0.6559
OI,2000-12-08,2000-12-08,removal,Market Cap changes.,3.307791,-7.4074,3.4713,-10.8787,-12.9629,-1.935,-11.0279,109.2593,-1.0789,110.3382,164.0001,-10.1325,174.1326
MET,2000-12-08,2000-12-08,addition,Annual Re-ranking,18.05,-3.4349,3.4713,-6.9062,-4.0997,-1.935,-2.1647,-8.7535,-1.0789,-7.6745,-13.241,-10.1325,-3.1085
SYK,2000-12-11,2000-12-11,addition,Annual Re-ranking,20.7,-1.4493,-0.4194,-1.0299,0.1932,-3.9669,4.1601,-9.2754,-4.3069,-4.9684,0.1449,-14.8702,15.0152
FLR,2000-12-21,2000-12-21,addition,Annual Re-ranking,10.971686,12.987,3.0064,9.9806,14.5021,3.2035,11.2986,12.7706,7.2819,5.4887,44.3613,-8.551,52.9123
TWX,2001-01-12,2001-01-12,removal,Annual Re-ranking,68.22506,0.4949,0.6408,-0.1459,15.8597,2.2072,13.6525,3.4861,0.2017,3.2844,-6.8001,-10.6681,3.868
JBL,2001-01-29,2001-01-29,addition,Annual Re-ranking,28.16,3.1605,0.8829,2.2776,-4.8651,-0.5963,-4.2688,-37.9972,-9.2535,-28.7436,-19.8864,-7.029,-12.8574
CTAS,2001-02-28,2001-02-28,addition,Annual Re-ranking,6.68,3.1437,0.5181,2.6256,3.4431,2.4387,1.0044,7.6347,-6.5833,14.218,30.5389,1.352,29.1869
TXN,2001-03-12,2001-03-12,addition,None,19.22,5.5151,1.6448,3.8703,4.5265,-0.3581,4.8847,-4.8387,-0.9418,-3.8969,18.4183,7.0699,11.3484
FI,2001-03-30,2001-03-30,addition,Annual Re-ranking,7.14,5.6022,-2.1285,7.7308,7.1429,-2.905,10.0478,21.5686,8.8755,12.6931,42.8571,5.3681,37.489
GEN,2001-04-02,2001-04-02,addition,Annual Re-ranking,1.85,-4.8649,-3.3374,-1.5274,16.2162,0.3146,15.9016,62.1622,11.0518,51.1103,5.9459,9.0001,-3.0542
ZION,2001-06-22,2001-06-22,addition,Annual Re-ranking,35.89,0.2229,-0.9256,1.1485,2.5355,-0.2029,2.7384,1.421,-4.108,5.529,-5.8512,-16.4448,10.5936
PCH,2001-07-06,2001-07-06,removal,Annual Re-ranking,3.92,2.8061,0.5495,2.2566,5.8673,2.6822,3.1852,10.2041,1.0467,9.1574,-16.0714,-8.6746,-7.3968
ZBH,2001-08-06,2001-08-06,addition,Annual Re-ranking,24.07,7.8521,0.3885,7.4636,-1.7034,-0.8157,-0.8876,-0.4155,-5.4901,5.0746,10.2202,-6.0469,16.2671
TKR,2001-08-06,2001-08-06,removal,Annual Re-ranking,5.98,2.1739,0.3885,1.7855,4.8495,-0.8157,5.6652,8.8629,-5.4901,14.353,-4.3478,-6.0469,1.699
CIEN,2001-08-29,2001-08-29,addition,Annual Re-ranking,129.779999,-5.3937,-1.9277,-3.466,-22.0604,-4.1386,-17.9218,-39.1046,-6.673,-32.4317,1.0248,0.1483,0.8765
COR,2001-08-29,2001-08-29,addition,Annual Re-ranking,12.13,-1.0717,-1.9277,0.856,5.0289,-4.1386,9.1674,9.0684,-6.673,15.7414,-3.2976,0.1483,-3.4459
OKE,2001-08-29,2001-08-29,removal,Annual Re-ranking,2.29,-2.1834,-1.9277,-0.2557,-2.1834,-4.1386,1.9552,5.2402,-6.673,11.9131,7.8603,0.1483,7.712
IGT,2001-08-31,2001-08-31,addition,Annual Re-ranking,4.7,1.0638,-0.6414,1.7052,-4.2553,-3.589,-0.6663,-14.4681,-6.3182,-8.1499,23.4043,3.1796,20.2247
NVDA,2001-11-29,2001-11-29,addition,Annual Re-ranking,0.40964,1.9212,-0.716,2.6372,15.3501,2.1481,13.202,24.7901,-0.1486,24.9387,10.165,1.1213,9.0437
EQR,2001-11-30,2001-11-30,addition,Annual Re-ranking,9.32,-0.9657,-0.5851,-0.3806,0.8584,2.2044,-1.346,0.7511,1.6465,-0.8954,-0.4292,1.524,-1.9532
WAT,2001-12-31,2001-12-31,addition,Annual Re-ranking,38.75,0.0,1.0689,-1.0689,-2.2452,1.9348,-4.1799,-10.7097,-0.9877,-9.722,-30.6323,-0.7306,-29.9016
FMC,2001-12-31,2001-12-31,removal,Annual Re-ranking,4.93,6.0852,1.0689,5.0163,9.1278,1.9348,7.193,15.4158,-0.9877,16.4035,26.9777,-0.7306,27.7083
CB,2002-01-29,2002-01-29,addition,Annual Re-ranking,21.45,-0.5594,1.4444,-2.0038,0.1865,-1.0097,1.1962,14.2191,0.7853,13.4338,14.0793,-1.9212,16.0004
NMK,2002-01-31,2002-01-31,removal,Annual Re-ranking,18.549999,None,None,None,None,None,None,None,None,None,None,None,None
FHN,2002-05-03,2002-05-03,addition,Annual Re-ranking,16.86,-1.0083,-1.9639,0.9556,-1.4828,-1.7202,0.2374,-1.9573,-2.738,0.7807,-6.7023,-19.0367,12.3344
TT,2002-05-10,2002-05-10,addition,Annual Re-ranking,13.74,0.5822,2.0274,-1.4452,2.5473,4.8862,-2.3389,-5.5313,-3.5589,-1.9724,-29.6943,-13.346,-16.3483
SPG,2002-06-25,2002-06-25,addition,Annual Re-ranking,12.42,0.4026,0.1575,0.2451,0.5636,-2.6618,3.2254,-11.5137,-13.9077,2.394,0.7246,-15.2622,15.9869
EA,2002-07-19,2002-07-19,addition,Annual Re-ranking,27.52,-5.5959,-2.9572,-2.6387,3.0887,1.0522,2.0364,16.1337,12.627,3.5067,22.4564,4.6807,17.7757
PRU,2002-07-19,2002-07-19,addition,Annual Re-ranking,15.6,-2.4359,-2.9572,0.5213,-6.7308,1.0522,-7.783,0.0,12.627,-12.627,-9.2308,4.6807,-13.9115
EBAY,2002-07-19,2002-07-19,addition,Annual Re-ranking,5.58,-5.914,-2.9572,-2.9568,-7.8853,1.0522,-8.9376,3.7634,12.627,-8.8636,-2.3297,4.6807,-7.0104
GS,2002-07-19,2002-07-19,addition,Annual Re-ranking,54.21,-6.4933,-2.9572,-3.5361,-9.4816,1.0522,-10.5339,6.0321,12.627,-6.5949,-5.7001,4.6807,-10.3808
PFG,2002-07-19,2002-07-19,addition,Annual Re-ranking,14.61,-2.3272,-2.9572,0.63,-6.9815,1.0522,-8.0338,5.4073,12.627,-7.2197,-0.5476,4.6807,-5.2283
UPS,2002-07-19,2002-07-19,addition,Annual Re-ranking,33.34,-5.7888,-2.9572,-2.8317,-6.0888,1.0522,-7.141,-0.21,12.627,-12.837,-5.069,4.6807,-9.7497
ELV,2002-07-24,2002-07-24,addition,Annual Re-ranking,25.3,2.6087,-0.8525,3.4612,7.747,7.6002,0.1468,2.9249,14.1121,-11.1872,13.1225,6.131,6.9916
CMCSA,2002-11-18,2002-11-18,addition,Annual Re-ranking,6.01,-4.6589,-0.1353,-4.5236,-1.4975,3.3142,-4.8117,-9.817,-0.744,-9.073,-0.8319,-6.3409,5.5089
DGX,2002-12-11,2002-12-11,addition,Annual Re-ranking,21.19,-1.1798,-0.0169,-1.1629,-1.9821,-1.0785,-0.9035,0.1888,2.9828,-2.794,-10.7598,-6.8756,-3.8842
AN,2003-02-21,2003-02-21,addition,Annual Re-ranking,13.51,-1.9245,-1.6086,-0.3159,-2.0725,-0.3217,-1.7508,-4.8853,2.1805,-7.0658,0.8882,10.2949,-9.4067
MKC,2003-03-20,2003-03-20,addition,Annual Re-ranking,8.03,1.2453,2.1416,-0.8963,-3.1133,-0.7254,-2.3879,-3.4869,2.1244,-5.6113,5.604,13.9206,-8.3166
GEN,2003-03-28,2003-03-28,addition,Annual Re-ranking,3.62,-2.7624,-2.2731,-0.4893,-1.6575,1.7311,-3.3885,9.9448,6.2249,3.7199,11.0497,13.0268,-1.977
FHI,2003-04-15,2003-04-15,addition,Annual Re-ranking,9.54,-2.0964,-1.7058,-0.3906,0.8386,2.6685,-1.8299,3.5639,5.9449,-2.381,12.0545,11.7041,0.3504
PLD,2003-07-07,2003-07-07,addition,Market capitalization changes,13.36,-1.7216,0.4501,-2.1717,-4.491,0.03,-4.521,-2.5449,-4.2461,1.7012,9.0569,3.0758,5.9811
BIIB,2003-11-12,2003-11-12,addition,Annual Re-ranking,33.419998,5.4758,0.0283,5.4475,5.2962,-1.5145,6.8107,10.5326,1.6985,8.8341,30.2514,8.7898,21.4615
MTB,2004-02-26,2004-02-26,addition,Annual Re-ranking,51.7,0.0387,0.0652,-0.0265,-0.1547,0.9123,-1.067,-7.1373,-3.0627,-4.0746,-5.8607,-2.007,-3.8537
VLO,2004-04-28,2004-04-28,addition,Annual Re-ranking,8.17,-1.224,-0.8732,-0.3507,2.448,-0.0397,2.4877,1.1016,0.0397,1.0619,16.8911,-1.6406,18.5317
GILD,2004-06-30,2004-06-30,addition,Annual Re-ranking,5.86,-0.1706,-1.3894,1.2188,-1.8771,-2.7009,0.8238,-3.5836,-3.2333,-0.3503,7.8498,-1.9478,9.7976
TPR,2004-08-31,2004-08-31,addition,Annual Re-ranking,13.69,0.073,0.1874,-0.1143,4.6019,1.3117,3.2902,0.6574,1.0039,-0.3465,18.2615,6.8532,11.4083
LH,2004-10-29,2004-10-29,addition,Annual Re-ranking,37.59,0.0,0.2748,-0.2748,3.2455,3.5981,-0.3525,4.6821,4.4485,0.2336,4.4693,5.1812,-0.7119
DLX,2004-12-17,2004-12-17,removal,Annual Re-ranking,16.29,0.1228,0.0246,0.0982,-0.4911,0.9107,-1.4018,-4.7268,-1.0214,-3.7054,6.5684,-0.7261,7.2945
CR,2004-12-17,2004-12-17,removal,Annual Re-ranking,18.5,2.0,0.0246,1.9754,2.5946,0.9107,1.6839,-0.5405,-1.0214,0.4809,5.0811,-0.7261,5.8071
WOR,2004-12-17,2004-12-17,removal,Annual Re-ranking,7.02,-0.7123,0.0246,-0.7369,2.5641,0.9107,1.6534,5.1282,-1.0214,6.1496,6.6952,-0.7261,7.4212
NOV,2005-03-11,2005-03-11,addition,Annual Re-ranking,17.76,2.8153,0.6226,2.1927,1.0135,-1.1476,2.1611,-8.7838,-1.0133,-7.7705,-5.518,0.232,-5.75
STZ,2005-07-01,2005-07-01,addition,Acquired by Crompton Corp.,25.6,-0.5078,0.8052,-1.313,-1.0547,2.0129,-3.0676,-8.9453,4.0747,-13.02,-13.0469,3.3793,-16.4262
DHI,2005-07-01,2005-07-01,addition,Annual Re-ranking,28.57,0.945,0.8052,0.1399,9.0655,2.0129,7.0525,10.9205,4.0747,6.8459,-3.2552,3.3793,-6.6344
VNO,2005-08-11,2005-08-11,addition,Annual Re-ranking,28.71,0.0,-0.6124,0.6124,0.0348,-1.3073,1.3421,1.8112,0.4358,1.3755,-5.0157,-0.7302,-4.2855
MUR,2005-08-12,2005-08-12,addition,Annual Re-ranking,26.24,-0.1524,0.6162,-0.7686,-3.125,-0.474,-2.651,-9.6037,0.4858,-10.0895,-18.2165,0.6636,-18.88
PSA,2005-08-18,2005-08-18,addition,Annual Re-ranking,32.63,-0.4903,0.2267,-0.7171,1.2565,-0.5012,1.7577,1.3178,1.1575,0.1603,4.8728,1.4916,3.3812
AMP,2005-09-30,2005-09-30,addition,Annual Re-ranking,23.97,-3.0872,-0.354,-2.7332,-6.1327,-2.785,-3.3477,3.9633,-2.372,6.3352,14.8936,1.7347,13.1589
LEN,2005-10-03,2005-10-03,addition,Annual Re-ranking,50.14,-3.8692,-1.1251,-2.7441,-10.6901,-3.2686,-7.4215,-7.6785,-1.729,-5.9495,1.9944,3.8844,-1.89
PDCO,2005-10-10,2005-10-10,addition,Annual Re-ranking,26.05,-1.1132,-0.1469,-0.9663,-0.691,0.4285,-1.1195,3.5701,3.0607,0.5093,-18.618,9.2556,-27.8737
AMZN,2005-11-18,2005-11-18,addition,AT&T Corp. acquired by SBC Communications,2.4,0.0,0.499,-0.499,0.8333,0.8819,-0.0485,0.4167,1.0907,-0.6741,-19.1667,3.8524,-23.0191
T,2005-11-18,2005-11-18,removal,AT&T Corp. acquired by SBC Communications,4.48,-0.2232,0.499,-0.7222,2.6786,0.8819,1.7967,1.1161,1.0907,0.0253,17.8571,3.8524,14.0047
GNW,2005-12-01,2005-12-01,addition,Annual Re-ranking,33.085968,-0.3722,0.1261,-0.4982,-3.8649,-0.5387,-3.3262,-0.0573,0.5387,-0.5959,-3.8279,1.7077,-5.5356
EL,2006-01-04,2006-01-04,addition,Annual Re-ranking,13.61,-1.7634,0.0567,-1.8201,-0.5143,1.577,-2.0914,4.9229,-0.8169,5.7397,4.335,3.3243,1.0108
VRSN,2006-01-31,2006-01-31,addition,Annual Re-ranking,19.99,0.6503,0.691,-0.0407,-0.3502,-1.5859,1.2357,-0.1501,1.4499,-1.6,-1.0505,3.4436,-4.4941
BXP,2006-03-31,2006-03-31,addition,Annual Re-ranking,40.74,-1.8164,-0.0776,-1.7388,-5.1792,-0.2327,-4.9465,-7.9774,1.1856,-9.163,-2.3073,-1.5402,-0.7671
GOOGL,2006-03-31,2006-03-31,addition,Annual Re-ranking,9.69,0.0,-0.0776,0.0776,4.128,-0.2327,4.3607,1.2384,1.1856,0.0528,7.5335,-1.5402,9.0737
KIM,2006-03-31,2006-03-31,addition,Annual Re-ranking,16.02,-1.9975,-0.0776,-1.9199,-6.6167,-0.2327,-6.384,-10.7366,1.1856,-11.9222,-9.4881,-1.5402,-7.948
AMCC,2006-05-17,2006-05-17,removal,Annual Re-ranking,12.68,-2.5237,-0.499,-2.0246,-4.4164,-0.5331,-3.8833,-15.4574,-1.293,-14.1645,-14.511,2.6993,-17.2104
JNPR,2006-06-01,2006-06-01,addition,Albertsons acquired by SuperValu and CVS Corp.,13.37,-2.9918,0.2123,-3.2041,-2.6926,-2.3134,-0.3792,-8.5266,-0.6929,-7.8337,-18.3994,1.9446,-20.344
CNX,2006-06-27,2006-06-27,addition,Annual Re-ranking,33.835735,1.0113,0.682,0.3293,7.3034,2.5546,4.7488,-16.2696,2.2656,-18.5353,-29.8096,8.2765,-38.0861
CAR,2006-07-31,2006-07-31,removal,Annual Re-ranking,22.82,1.5776,-0.4929,2.0705,-13.8037,0.0448,-13.8485,-20.9027,2.1398,-23.0425,-19.5004,8.3464,-27.8468
CME,2006-08-10,2006-08-10,addition,Annual Re-ranking,48.29,-2.4229,-0.2811,-2.1417,-2.4022,2.0803,-4.4824,-6.8958,2.3839,-9.2797,6.0882,9.5356,-3.4474
WU,2006-09-29,2006-09-29,addition,Annual Re-ranking,9.66,3.2091,-0.3737,3.5828,2.2774,1.0783,1.1992,15.528,3.1707,12.3572,17.1843,6.6083,10.576
CELG,2006-11-03,2006-11-03,addition,Annual Re-ranking,25.825,1.9748,1.1279,0.8469,6.486,1.2428,5.2431,14.0368,3.9269,10.1099,6.4279,6.9452,-0.5173
CBRE,2006-11-09,2006-11-09,addition,Annual Re-ranking,31.48,-0.6671,0.0413,-0.7084,1.5883,1.5893,-0.001,3.8755,2.6419,1.2336,14.3583,5.2735,9.0848
FIS,2006-11-09,2006-11-09,addition,Annual Re-ranking,17.07,-0.0586,0.0413,-0.0999,0.9373,1.5893,-0.652,-1.8746,2.6419,-4.5165,9.4903,5.2735,4.2169
LPX,2006-11-09,2006-11-09,removal,Annual Re-ranking,15.78,0.3802,0.0413,0.3389,8.4918,1.5893,6.9025,14.8289,2.6419,12.187,12.8644,5.2735,7.5909
CTSH,2006-11-16,2006-11-16,addition,Annual Re-ranking,17.79,-0.1686,0.0305,-0.1991,-0.6745,-0.0203,-0.6542,-1.5177,1.6863,-3.204,17.8752,4.5713,13.3039
IAC,2006-11-30,2006-11-30,addition,Annual Re-ranking,5.69,-1.5817,-0.2232,-1.3585,-1.0545,0.4465,-1.501,2.812,1.1568,1.6552,3.1634,-0.0406,3.204
TEX,2006-12-19,2006-12-19,addition,Annual Re-ranking,57.59,0.7119,-0.0598,0.7718,0.9377,0.1994,0.7382,-10.6095,0.4088,-11.0183,9.6024,1.2165,8.3859
PAR,2006-12-29,2006-12-29,removal,Annual Re-ranking,8.88,-1.3514,-0.1702,-1.1811,-3.0405,-0.3805,-2.66,5.6306,2.113,3.5177,13.6261,1.8726,11.7535
AVB,2007-01-09,2007-01-09,addition,Acquired by Motorola,65.87,1.503,0.3317,1.1712,8.4712,1.3772,7.0941,14.1946,2.7945,11.4001,-0.5617,2.493,-3.0547
RL,2007-02-01,2007-02-01,addition,Annual Re-ranking,64.2,-0.1558,0.1373,-0.2931,-0.109,0.2844,-0.3934,-2.2897,-5.0211,2.7314,8.162,4.3836,3.7784
CHRW,2007-03-01,2007-03-01,addition,Annual Re-ranking,33.81,-1.9521,-1.3121,-0.64,0.5915,0.1615,0.4301,-5.383,1.4635,-6.8465,6.6844,9.5478,-2.8634
SITC,2007-03-22,2007-03-22,addition,Annual Re-ranking,181.78,0.2365,0.1381,0.0984,-1.1772,-0.8484,-0.3289,4.3349,3.4034,0.9315,-16.3879,6.5996,-22.9875
ANF,2007-03-28,2007-03-28,addition,Annual Re-ranking,52.598488,-0.2363,0.1096,-0.3459,1.6406,1.4343,0.2063,9.45,5.4382,4.0118,-5.5883,6.5139,-12.1022
MDLZ,2007-03-30,2007-03-30,addition,Taken Private,12.89,-2.5601,0.1094,-2.6695,-1.0861,1.7209,-2.807,5.8185,4.6951,1.1233,12.18,6.3961,5.7839
AIZ,2007-04-09,2007-04-09,addition,Annual Re-ranking,38.99,0.1539,0.1173,0.0365,2.0518,1.5646,0.4872,8.5919,4.3614,4.2305,6.3863,6.4541,-0.0679
DFS,2007-06-29,2007-06-29,addition,Discover Financial Services Debuts On New York Stock Exchange Under Ticker Symbol DFS
,20.67,-3.4833,0.8975,-4.3808,-10.3532,1.7764,-12.1295,-19.1098,-3.132,-15.9778,-26.9956,1.9073,-28.9029
SANM,2007-06-29,2007-06-29,removal,Annual Re-ranking,18.780001,3.5144,0.8975,2.6168,2.5559,1.7764,0.7795,-12.1406,-3.132,-9.0086,-32.2684,1.9073,-34.1756
TEL,2007-06-29,2007-06-29,addition,Annual Re-ranking,26.97,2.3359,0.8975,1.4384,3.1887,1.7764,1.4124,-8.3055,-3.132,-5.1735,-8.9359,1.9073,-10.8431
PMCS,2007-06-29,2007-06-29,removal,Annual Re-ranking,7.72,1.2953,0.8975,0.3978,5.3109,1.7764,3.5345,-1.2953,-3.132,1.8367,8.6788,1.9073,6.7715
AKAM,2007-07-11,2007-07-11,addition,Annual Re-ranking,50.32,1.2917,1.5731,-0.2813,-1.6693,1.6286,-3.2979,-31.4785,-4.349,-27.1295,-29.213,3.4422,-32.6553
JEF,2007-08-24,2007-08-24,addition,Annual Re-ranking,28.06,-0.5346,-0.9293,0.3947,-0.2138,-0.4931,0.2793,6.9138,2.5507,4.363,0.2138,-2.3706,2.5844
MCHP,2007-09-07,2007-09-07,addition,Annual Re-ranking,10.99,0.091,-0.1926,0.2836,-1.8198,1.9353,-3.7551,-2.4568,6.6243,-9.0811,-17.6524,3.8225,-21.4749
ICE,2007-09-25,2007-09-25,addition,FDC acquired by KKR.,25.96,0.5008,0.527,-0.0263,2.3112,1.7846,0.5267,16.1017,0.0555,16.0462,27.4268,-0.9061,28.333
MXIM,2007-09-26,2007-09-26,removal,MXIM delisted from NASDAQ exchange.,28.53,2.8391,0.5887,2.2504,None,None,None,None,None,None,None,None,None
NCR,2007-09-28,2007-09-28,removal,Teradata spun off by NCR Corporation.,11.86,101.7707,1.1284,100.6422,121.3322,2.1468,119.1854,115.683,1.0183,114.6646,111.1298,-2.945,114.0748
EXPE,2007-10-01,2007-10-01,addition,Solectron acquired by Flextronics.,13.73,0.7283,-0.1361,0.8644,4.5885,0.4627,4.1258,-3.933,-0.8074,-3.1256,-5.3897,-4.7446,-0.645
EXPD,2007-10-09,2007-10-09,addition,Annual Re-ranking,41.33,-1.7421,-0.17,-1.5721,-5.8311,-1.7265,-4.1047,-9.6298,-5.4835,-4.1463,-21.655,-9.822,-11.833
J,2007-10-25,2007-10-25,addition,Taken private,64.02,3.0615,1.1708,1.8907,0.9841,-0.5347,1.5188,-8.4036,-7.1725,-1.2311,-8.4036,-10.4545,2.0509
MTW,2007-11-15,2007-11-15,addition,Annual Re-ranking,8.46,0.8274,0.1731,0.6543,-0.2364,-0.9714,0.735,16.3121,-0.3174,16.6295,-0.3546,-6.3865,6.0318
AMT,2007-11-16,2007-11-16,addition,Annual Re-ranking,33.22,-0.301,-1.3922,1.0912,-2.5587,-3.3221,0.7634,-8.8802,0.0576,-8.9378,-12.2517,-6.2794,-5.9723
GME,2007-12-13,2007-12-13,addition,Acquired by News Corporation,9.69,1.1352,-1.2677,2.4029,7.8431,-1.5213,9.3644,-11.7647,-6.8175,-4.9472,-18.3695,-13.4754,-4.894
RRC,2007-12-20,2007-12-20,addition,Taken private,46.08,1.1502,1.4399,-0.2897,3.4722,0.8773,2.5949,-7.2917,-8.3341,1.0425,24.8481,-7.1899,32.0379
GHC,2007-12-28,2007-12-28,addition,Annual Re-ranking,372.65,-1.2559,-0.7468,-0.5091,-0.1878,-4.1497,3.9619,-8.1846,-8.4129,0.2283,-15.7977,-6.7965,-9.0012
SNV,2007-12-31,2007-12-31,removal,Annual Re-ranking,46.79,2.5647,-0.8762,3.4408,2.757,-4.9905,7.7475,25.1763,-6.0381,31.2144,11.776,-6.0381,17.8141
CAM,2008-01-28,2008-01-28,addition,Annual Re-ranking,44.53,-0.3144,0.4942,-0.8086,-5.5693,1.9047,-7.4739,-1.9762,2.2032,-4.1794,12.1716,3.7579,8.4137
PM,2008-03-28,2008-03-28,addition,Annual Re-ranking,22.48,-0.9342,0.3582,-1.2924,0.5783,4.0986,-3.5203,0.0,6.1848,-6.1848,-0.9342,-2.0019,1.0677
DOC,2008-03-28,2008-03-28,addition,Annual Re-ranking,10.91,3.0247,0.3582,2.6665,10.2658,4.0986,6.1672,16.8653,6.1848,10.6805,-2.0165,-2.0019,-0.0146
ISRG,2008-06-02,2008-06-02,addition,Annual Re-ranking,32.06,-1.6532,-0.5885,-1.0646,-4.6475,-1.6459,-3.0017,-9.8877,-7.1122,-2.7755,2.3394,-6.813,9.1523
SWN,2008-06-06,2008-06-06,addition,Annual Re-ranking,45.98,5.8939,0.244,5.6499,1.4137,-0.1017,1.5153,-9.4824,-6.1712,-3.3112,-26.5115,-8.2452,-18.2663
TT,2008-06-06,2008-06-06,removal,Annual Re-ranking,24.92,-7.3435,0.244,-7.5875,-6.9021,-0.1017,-6.8004,-14.4462,-6.1712,-8.275,-16.5329,-8.2452,-8.2877
CTRA,2008-06-20,2008-06-20,addition,Market capitalization change.,11.69,3.2506,-0.0943,3.3449,-0.3422,-3.0805,2.7383,-23.5244,-3.1119,-20.4125,-36.9547,-5.1236,-31.831
BC,2008-06-20,2008-06-20,removal,Market capitalization change.,9.44,-4.0254,-0.0943,-3.9311,-5.2966,-3.0805,-2.2161,1.2712,-3.1119,4.3831,27.1186,-5.1236,32.2423
MA,2008-07-17,2008-07-17,addition,Annual Re-ranking,26.17,-1.7959,0.6277,-2.4236,-9.6293,0.2533,-9.8826,-16.431,3.9753,-20.4064,-46.2361,-27.6842,-18.552
CB,2008-07-17,2008-07-17,removal,Annual Re-ranking,33.85,0.0591,0.6277,-0.5686,-1.1521,0.2533,-1.4054,6.3811,3.9753,2.4058,-8.8035,-27.6842,18.8806
DVA,2008-07-30,2008-07-30,addition,Annual Re-ranking,28.0,-0.2679,-1.33,1.0622,5.6607,0.3111,5.3497,3.6607,1.2871,2.3736,-9.0357,-26.6331,17.5973
