symbol,deal_date,role,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
WWR,2012-05-14,acquirer,-0.066667,-0.003813,-0.062854,-0.133333,-0.008579,-0.124755,-0.12,0.000953,-0.120953,-0.306667,0.061386,-0.368053
ONB,2012-06-01,acquirer,0.0,0.00754,-0.00754,0.022378,0.025796,-0.003419,0.135664,0.078182,0.057482,0.216783,0.10765,0.109134
DVA,2012-07-06,acquirer,-0.006471,-0.00869,0.002219,0.015818,0.000841,0.014977,-0.003698,0.036909,-0.040607,0.113291,0.085685,0.027606
TRMK,2012-07-06,acquirer,-0.001211,-0.00869,0.007479,0.016354,0.000841,0.015513,-0.038764,0.036909,-0.075673,-0.018777,0.085685,-0.104461
GEN,2012-08-15,target,0.001548,0.001425,0.000123,-0.012384,-0.009351,-0.003033,0.063467,0.033485,0.029983,0.0,-0.034375,0.034375
NRG,2012-08-15,acquirer,0.025966,0.001425,0.024541,0.010133,-0.009351,0.019484,0.036732,0.033485,0.003247,-0.054465,-0.034375,-0.02009
O,2012-10-01,acquirer,0.006069,0.004091,0.001978,-0.004202,-0.002089,-0.002113,-0.035948,-0.020367,-0.01558,0.017274,0.020106,-0.002833
MTB,2012-10-12,acquirer,-0.000881,0.010126,-0.011006,0.072791,-0.004714,0.077505,-0.011007,-0.058223,0.047216,0.067655,0.03448,0.033175
VRNT,2012-10-26,acquirer,-0.011735,0.01041,-0.022145,-0.030436,-0.011567,-0.01887,0.018335,0.005605,0.01273,0.268794,0.077498,0.191296
COLB,2012-11-02,acquirer,0.017527,0.007891,0.009635,-0.004869,-0.025182,0.020313,-0.000974,-0.002483,0.001509,0.189873,0.07324,0.116633
URI,2012-11-16,acquirer,-0.006405,0.000452,-0.006857,-0.011017,0.008588,-0.019605,0.111197,0.037064,0.074133,0.264156,0.088863,0.175293
DSS,2012-11-23,acquirer,-0.01487,-0.005172,-0.009699,0.007435,0.002764,0.004671,-0.171004,0.012037,-0.183041,-0.163569,0.084619,-0.248187
SFB,2012-11-26,acquirer,0.0,0.008067,-0.008067,0.004418,0.006633,-0.002215,-0.009639,0.015954,-0.025593,-0.003614,0.088106,-0.091721
SF,2012-11-26,acquirer,-0.017525,0.008067,-0.025591,-0.015334,0.006633,-0.021967,0.03943,0.015954,0.023476,0.116648,0.088106,0.028542
PVH,2012-12-04,acquirer,0.009348,0.003467,0.005881,-0.015946,0.014222,-0.030168,0.053061,0.038933,0.014128,0.109238,0.106311,0.002926
AVNT,2012-12-17,acquirer,0.00128,-0.007441,0.008721,-0.006402,-0.017996,0.011594,0.121639,0.0276,0.094039,0.257362,0.074148,0.183215
MKL,2012-12-27,acquirer,0.011954,0.016945,-0.00499,0.034905,0.042362,-0.007456,0.098436,0.071613,0.026822,0.188676,0.124855,0.063821
FCX,2012-12-28,acquirer,0.02809,0.025607,0.002483,0.022472,0.022099,0.000372,0.0397,0.051215,-0.011514,-0.069663,0.094887,-0.16455
FNB,2013-01-23,acquirer,0.002886,0.0056,-0.002714,0.012987,0.001922,0.011065,-0.007215,-0.002758,-0.004457,0.001443,0.065697,-0.064254
HOLX,2013-01-28,acquirer,-0.001693,-0.003979,0.002286,-0.037241,0.00257,-0.03981,-0.076598,0.0063,-0.082897,-0.138172,0.064572,-0.202744
PB,2013-01-31,acquirer,-0.014316,-0.01123,-0.003085,0.002088,0.003716,-0.001628,0.013421,0.020149,-0.006728,0.007754,0.071759,-0.064005
LBTYB,2013-03-07,acquirer,0.153023,0.003857,0.149166,-0.041562,0.00699,-0.048552,0.214106,0.012936,0.20117,0.176322,0.065001,0.111322
LBTYA,2013-03-07,acquirer,0.0,0.003857,-0.003857,-0.036616,0.00699,-0.043606,0.027146,0.012936,0.014211,0.0625,0.065001,-0.002501
LBTYK,2013-03-07,acquirer,-0.001423,0.003857,-0.00528,-0.039858,0.00699,-0.046848,0.039858,0.012936,0.026922,0.076868,0.065001,0.011868
PNR,2013-03-11,acquirer,0.01342,0.001364,0.012057,0.04679,-0.002487,0.049277,0.059485,0.027034,0.032451,0.156692,0.052302,0.10439
ICE,2013-03-21,acquirer,-0.001794,-0.004235,0.002441,-0.013635,0.002877,-0.016511,-0.03014,0.013983,-0.044123,0.06315,0.027647,0.035504
FFIN,2013-03-22,acquirer,0.00206,0.008024,-0.005965,-0.016478,0.012117,-0.028595,0.009269,0.018938,-0.009669,0.122554,0.019018,0.103536
GBCI,2013-03-29,acquirer,-0.008026,0.00494,-0.012966,-0.017656,0.001036,-0.018692,-0.000803,0.023265,-0.024068,0.201445,0.033463,0.167981
BCC,2013-04-01,acquirer,-0.030079,-0.010148,-0.019931,0.046351,-0.000476,0.046827,0.030079,0.009276,0.020803,-0.150888,0.034409,-0.185297
AAL,2013-04-15,acquirer,0.009163,-0.014613,0.023776,-0.004276,0.00237,-0.006646,0.149053,0.055371,0.093682,0.096518,0.069905,0.026613
VTOL,2013-04-19,acquirer,0.015412,0.01027,0.005142,0.003963,0.019982,-0.016019,0.160722,0.070377,0.090346,0.124615,0.091076,0.033539
PFE,2013-05-22,target,-0.001843,-0.000827,-0.001016,-0.064496,-0.012099,-0.052397,-0.047912,-0.04569,-0.002221,-0.02457,0.009018,-0.033588
ZTS,2013-05-22,acquirer,0.018824,-0.000827,0.01965,-0.025546,-0.012099,-0.013447,-0.074958,-0.04569,-0.029268,-0.088403,0.009018,-0.097421
UBSI,2013-05-29,acquirer,-0.01306,-0.014321,0.001261,-0.024254,-0.01867,-0.005584,0.016169,-0.027442,0.043612,0.065299,-0.006298,0.071597
TROX,2013-06-14,acquirer,-0.004364,0.007863,-0.012227,-0.128,-0.039846,-0.088154,-0.04,0.02669,-0.06669,0.143273,0.041131,0.102142
ISCO,2013-06-14,target,-0.052419,0.007863,-0.060283,-0.072581,-0.039846,-0.032735,-0.022177,0.02669,-0.048867,-0.427823,0.041131,-0.468954
CBSH,2013-06-21,acquirer,0.001549,0.009607,-0.008058,0.03459,0.027404,0.007186,0.097574,0.072998,0.024576,0.000516,0.087251,-0.086735
OPK,2013-06-27,acquirer,0.042254,0.005859,0.036394,0.029577,0.021972,0.007605,0.056338,0.050883,0.005455,0.219718,0.058053,0.161666
FNB,2013-06-28,acquirer,0.006519,-0.00092,0.007439,0.040417,0.0233,0.017117,0.019557,0.045528,-0.025971,-0.011734,0.046294,-0.058028
MAA,2013-07-19,acquirer,-0.001568,-0.002116,0.000548,-0.019494,-0.005399,-0.014094,-0.103742,-0.02313,-0.080612,-0.049294,0.033856,-0.08315
CAG,2013-07-19,acquirer,0.002677,-0.002116,0.004793,0.0,-0.005399,0.005399,-0.043362,-0.02313,-0.020232,-0.148287,0.033856,-0.182143
PB,2013-08-09,acquirer,0.009312,0.002999,0.006313,-0.009312,-0.025671,0.016359,0.007722,0.001755,0.005967,0.073586,0.053536,0.02005
FCX,2013-08-26,acquirer,-0.00389,0.003559,-0.007449,0.016336,0.014842,0.001494,0.106962,0.043995,0.062967,0.181252,0.111313,0.069939
PRGO,2013-08-28,acquirer,0.004221,-0.003164,0.007385,0.023955,0.011376,0.01258,0.019312,0.028401,-0.009089,0.287885,0.108633,0.179252
FNF,2013-08-29,acquirer,0.035522,0.004534,0.030988,0.062433,0.024335,0.038098,0.127018,0.039828,0.087191,0.234661,0.111397,0.123264
HTA,2013-08-30,target,0.026549,0.008276,0.018273,0.047198,0.027234,0.019963,0.05998,0.034156,0.025824,-0.001967,0.103521,-0.105487
HR,2013-08-30,acquirer,0.013575,0.008276,0.005299,0.025641,0.027234,-0.001593,0.07994,0.034156,0.045784,0.012066,0.103521,-0.091455
PXD,2013-09-16,acquirer,0.016099,0.011567,0.004531,-0.00028,-0.004193,0.003913,0.147897,0.0107,0.137197,-0.027298,0.052704,-0.080001
BCC,2013-09-16,acquirer,0.024308,0.011567,0.01274,0.0,-0.004193,0.004193,-0.052007,0.0107,-0.062707,0.02996,0.052704,-0.022743
CYH,2013-09-24,acquirer,0.031904,0.003859,0.028045,0.105411,0.000874,0.104537,0.057682,0.036188,0.021495,-0.018632,0.08803,-0.106662
WPC,2013-10-01,acquirer,-0.002194,-0.009239,0.007045,-0.038859,-0.02117,-0.01769,0.003134,0.039066,-0.035932,-0.069571,0.08708,-0.156651
EWBC,2013-10-25,acquirer,-0.000766,0.005378,-0.006144,-0.014548,0.003422,-0.017971,0.014548,0.025283,-0.010735,0.006126,0.011873,-0.005748
MCBI,2013-10-25,target,0.0,0.005378,-0.005378,-0.006144,0.003422,-0.009567,0.008449,0.025283,-0.016834,,,
THMO,2013-11-08,acquirer,-0.035294,-0.002013,-0.033281,-0.082353,0.011869,-0.094222,-0.105882,0.007913,-0.113795,1.541176,0.032345,1.508831
PAA,2013-11-08,acquirer,-0.0043,-0.002013,-0.002287,0.031534,0.011869,0.019664,-0.035356,0.007913,-0.043269,0.062112,0.032345,0.029766
UMPQ,2013-11-14,acquirer,-0.001165,-0.003486,0.002321,0.037274,0.004238,0.033036,0.083285,-0.007793,0.091078,-0.030868,0.022011,-0.052879
FNB-PE,2013-11-19,acquirer,-0.002257,0.008069,-0.010326,0.001505,0.014897,-0.013392,-0.00301,0.022897,-0.025906,0.036117,0.041724,-0.005607
FNB,2013-11-19,target,0.011613,0.008069,0.003544,0.027097,0.014897,0.0122,0.009032,0.022897,-0.013864,-0.024516,0.041724,-0.06624
HBAN,2013-11-27,acquirer,-0.006757,-0.002584,-0.004173,0.008446,-0.00034,0.008786,0.059122,0.025908,0.033214,0.0625,0.041956,0.020544
ONB,2013-12-05,acquirer,-0.000953,0.002517,-0.00347,-0.031459,-0.015645,-0.015813,-0.047664,0.019795,-0.067459,-0.048618,0.040405,-0.089023
ESI,2013-12-11,acquirer,0.0,-0.000138,0.000138,0.156444,0.018863,0.137582,0.115556,0.036689,0.078867,0.697778,0.051682,0.646095
TMUS,2013-12-13,acquirer,0.01098,-0.003159,0.01414,0.207059,0.024037,0.183022,0.234902,0.034613,0.200289,0.178824,0.047181,0.131643
WY,2014-01-09,target,-0.015824,-0.013296,-0.002528,-0.003063,-0.002726,-0.000337,-0.028076,-0.011701,-0.016375,-0.101072,-0.009906,-0.091166
KKR,2014-01-14,acquirer,0.00275,-0.001326,0.004076,0.00055,-0.010143,0.010693,-0.044004,-0.003513,-0.040491,-0.082508,0.012396,-0.094905
ESS,2014-01-28,acquirer,0.022351,0.01056,0.01179,0.053793,-0.012286,0.066079,0.093475,0.050387,0.043088,0.141112,0.066469,0.074643
SBFM,2014-02-03,acquirer,-0.078947,-0.001256,-0.077691,-0.021053,0.037549,-0.058601,0.118421,0.072864,0.045557,-0.039474,0.069584,-0.109058
ONB,2014-02-10,target,-0.007511,0.000471,-0.007982,-0.041845,0.005718,-0.047563,0.063305,0.017557,0.045748,0.021459,0.048433,-0.026973
FIBK,2014-02-20,acquirer,0.015023,0.005525,0.009498,0.033312,0.013048,0.020264,0.151535,0.012848,0.138687,0.029393,0.035548,-0.006155
PFS,2014-02-24,acquirer,0.023697,6.6e-05,0.02363,0.092891,0.014835,0.078056,0.045498,0.005166,0.040332,-0.008531,0.040731,-0.049262
SPB,2014-03-03,acquirer,-0.005027,0.000914,-0.005941,0.105939,-0.001827,0.107767,0.079873,0.011421,0.068453,0.040588,0.03237,0.008219
MLM,2014-03-03,acquirer,-0.007402,0.000914,-0.008316,0.002528,-0.001827,0.004355,0.040531,0.011421,0.02911,-0.001535,0.03237,-0.033904
AVA,2014-03-04,acquirer,-0.010799,0.002282,-0.013081,-0.007559,-0.002478,-0.005082,0.039417,0.009128,0.030289,0.062635,0.033514,0.029121
ACHC,2014-03-06,acquirer,-0.00719,-0.00052,-0.006669,-0.023895,-0.019117,-0.004778,-0.091563,-0.016516,-0.075047,-0.021146,0.042395,-0.063542
CMCSA,2014-03-20,acquirer,0.00572,-0.004124,0.009844,-0.00884,-0.003862,-0.004979,0.021321,0.009033,0.012288,0.059802,0.057337,0.002465
MATW,2014-05-12,acquirer,-0.01863,-0.004748,-0.013882,-0.027787,-0.012704,-0.015083,-0.016419,0.018863,-0.035282,0.083991,0.023675,0.060316
HOMB,2014-05-19,acquirer,0.002643,0.008448,-0.005805,0.029075,0.02047,0.008604,0.119824,0.047635,0.072189,0.007048,0.062906,-0.055858
HBI,2014-05-19,target,0.00956,0.008448,0.001112,0.026842,0.02047,0.006371,0.069371,0.047635,0.021737,0.232874,0.062906,0.169968
BKD,2014-05-22,acquirer,0.001813,0.006147,-0.004334,0.0,0.013382,-0.013382,0.010876,0.027788,-0.016912,0.046828,0.051479,-0.004651
HTH,2014-05-29,acquirer,0.0,0.001139,-0.001139,-0.005647,0.014043,-0.019689,0.024845,0.020684,0.00416,0.022586,0.043709,-0.021123
SYY,2014-06-06,acquirer,0.003234,0.000125,0.003109,-0.021559,-0.006606,-0.014954,-0.007905,0.012713,-0.020618,0.035573,0.030535,0.005038
FNB-PE,2014-06-16,acquirer,-0.003425,0.007319,-0.010744,-0.00411,0.004129,-0.008238,-0.004795,0.009321,-0.014115,0.006164,0.033905,-0.02774
FNB,2014-06-16,acquirer,0.00612,0.007319,-0.001199,-0.004896,0.004129,-0.009025,-0.039168,0.009321,-0.048488,-0.001224,0.033905,-0.035129
BHC,2014-06-18,acquirer,0.037261,0.002047,0.035214,0.076138,-0.000496,0.076634,0.067971,0.009181,0.05879,0.025266,0.032132,-0.006866
VLY,2014-06-19,acquirer,-0.011419,-0.00031,-0.01111,0.0,-0.000619,0.000619,-0.030995,0.011514,-0.042509,0.011419,0.029095,-0.017676
T,2014-06-30,acquirer,0.005089,0.000985,0.004104,0.022053,0.000431,0.021622,0.019508,-0.020007,0.039515,0.010178,0.004617,0.005561
ONB,2014-07-03,acquirer,-0.00804,-0.006387,-0.001653,-0.01809,0.000491,-0.018582,-0.073367,-0.02782,-0.045546,-0.092462,-0.000368,-0.092094
ET,2014-07-10,acquirer,-0.003439,0.005059,-0.008498,0.00172,0.005614,-0.003894,-0.016337,-0.014313,-0.002024,-0.074807,-0.015115,-0.059691
FCNCA,2014-07-17,target,-0.010722,-0.001902,-0.008821,-0.019582,6.1e-05,-0.019643,-0.044662,-0.001779,-0.042882,-0.036983,-0.053497,0.016514
FCNCB,2014-07-17,acquirer,-0.013695,-0.001902,-0.011793,-0.041036,6.1e-05,-0.041098,-0.027389,-0.001779,-0.02561,-0.044292,-0.053497,0.009205
NASB,2014-07-30,target,0.00159,-0.003078,0.004668,-0.046105,-0.010679,-0.035426,0.080286,0.03945,0.040836,0.096184,0.030781,0.065404
ACM,2014-08-01,acquirer,-0.001506,-0.009697,0.008191,0.01355,-0.0005,0.014051,0.081,0.034094,0.046905,-0.054502,0.044917,-0.099419
ACHC,2014-08-08,acquirer,-0.011628,-0.001377,-0.010251,0.041113,0.018401,0.022711,0.053571,0.032359,0.021212,0.25436,0.05414,0.20022
WEC,2014-08-13,acquirer,0.001662,-0.000186,0.001848,0.015293,0.019084,-0.003792,0.024934,0.016482,0.008452,0.121011,0.046781,0.07423
HOMB,2014-08-19,acquirer,0.010591,0.002866,0.007725,0.006178,0.006646,-0.000468,0.067079,0.013659,0.05342,0.085613,0.03811,0.047504
COLB,2014-08-25,acquirer,-0.003066,-0.000424,-0.002642,0.011649,0.000848,0.010802,-0.042918,-0.015318,-0.0276,0.075414,0.039416,0.035998
ZBH,2014-08-26,acquirer,-0.003268,-0.000545,-0.002723,0.008677,-0.000182,0.008859,0.02096,-0.007087,0.028047,0.115619,0.03913,0.076488
P,2014-08-27,target,0.013493,0.002848,0.010645,-0.019865,0.004848,-0.024714,-0.08096,-0.008364,-0.072596,-0.262369,0.042364,-0.304732
KMI,2014-08-27,acquirer,0.012384,0.002848,0.009535,-0.011499,0.004848,-0.016348,-0.03096,-0.008364,-0.022596,0.076073,0.042364,0.033709
EP-PC,2014-08-27,acquirer,0.013247,0.002848,0.010399,0.001472,0.004848,-0.003377,-0.025575,-0.008364,-0.017211,0.016375,0.042364,-0.025988
ONB,2014-09-08,target,0.023001,0.003712,0.019289,0.028478,0.005781,0.022697,-0.015334,-0.008885,-0.00645,0.127054,0.04138,0.085674
ZG,2014-09-11,acquirer,-0.017824,-0.000731,-0.017093,0.023843,0.012609,0.011234,-0.215838,-0.054456,-0.161382,-0.084819,0.030213,-0.115031
VTR,2014-09-16,acquirer,-0.01335,0.005378,-0.018727,-0.011833,-0.001269,-0.010564,0.069478,-0.067795,0.137273,0.163835,-0.009486,0.173321
CYH,2014-09-17,acquirer,0.011444,-0.000901,0.012345,-0.010916,-0.022598,0.011682,-0.059507,-0.061783,0.002276,-0.06162,0.004507,-0.066127
TFC,2014-10-03,acquirer,-0.0086,-0.015439,0.006839,-0.01679,-0.045209,0.028419,0.006143,0.024357,-0.018215,-0.020066,0.023619,-0.043685
CME,2014-10-16,acquirer,0.014343,0.009673,0.00467,0.051594,0.042214,0.00938,0.074502,0.084364,-0.009862,0.123108,0.078022,0.045086
TRGP,2014-11-19,acquirer,0.008683,0.005344,0.003339,-0.060504,0.007869,-0.068374,-0.163445,0.01474,-0.178186,-0.196639,0.036,-0.232638
SSP,2014-11-20,acquirer,0.022119,0.002804,0.019315,0.011317,-0.00444,0.015756,0.147634,0.010748,0.136885,0.198045,0.029616,0.168429
LH,2014-11-26,acquirer,-0.00559,-0.006934,0.001344,0.01444,0.003846,0.010595,0.047281,0.007458,0.039822,0.183766,0.024531,0.159235
DHR,2014-12-03,target,0.003537,0.001628,0.001909,-0.007446,-0.016686,0.00924,-0.002234,-0.032442,0.030208,0.018987,0.008895,0.010092
NTCT,2014-12-03,acquirer,0.00188,0.001628,0.000252,-0.012889,-0.016686,0.003797,-0.080827,-0.032442,-0.048385,0.111976,0.008895,0.103081
TFC,2014-12-15,acquirer,0.022148,0.019582,0.002566,0.068951,0.055511,0.01344,-0.018805,0.024401,-0.043206,0.084831,0.064357,0.020474
BBT,2014-12-15,target,0.02109,0.019582,0.001509,0.029049,0.055511,-0.026463,-0.030641,0.024401,-0.055041,0.051731,0.064357,-0.012626
HAL,2014-12-19,acquirer,0.004938,0.001389,0.003549,-0.003704,0.000637,-0.00434,0.033025,-0.012038,0.045062,0.099691,-0.00382,0.103511
RNR,2014-12-19,acquirer,0.012922,0.001389,0.011533,0.014169,0.000637,0.013533,-0.007481,-0.012038,0.004556,0.048742,-0.00382,0.052561
HE,2015-01-08,target,0.004562,-0.007818,0.012381,0.018664,-0.012815,0.03148,0.011199,0.012521,-0.001323,-0.050187,0.028276,-0.078462
NEE,2015-01-08,acquirer,-0.002996,-0.007818,0.004823,0.014978,-0.012815,0.027793,0.010984,0.012521,-0.001538,-0.020469,0.028276,-0.048745
FHN,2015-01-26,target,-0.02452,-0.012792,-0.011728,0.022388,0.010364,0.012024,0.094883,0.042641,0.052241,0.08209,0.047616,0.034473
LUNA,2015-02-09,acquirer,-0.031847,0.000581,-0.032428,-0.10828,0.016082,-0.124362,-0.148917,0.001393,-0.150311,-0.242038,0.019856,-0.261894
SPB,2015-02-23,acquirer,0.013247,-0.00085,0.014098,0.027174,-0.003288,0.030462,0.002378,-0.024262,0.026639,0.06301,-0.000794,0.063803
LHX,2015-03-05,acquirer,-0.001643,0.004108,-0.005751,-0.044021,-0.008043,-0.035978,0.06094,0.003414,0.057526,0.049934,0.01545,0.034485
ADYX,2015-03-06,acquirer,-0.026217,-0.016193,-0.010024,-0.044944,0.001095,-0.046039,-0.101124,0.002651,-0.103774,0.0,0.005071,-0.005071
NWBI,2015-03-09,acquirer,-0.003063,-0.002343,-0.00072,0.026034,0.014527,0.011507,0.013783,0.023664,-0.009882,0.070444,0.021439,0.049005
AXS,2015-03-13,acquirer,0.006817,-0.002993,0.00981,0.01311,0.011283,0.001827,0.052438,0.013355,0.039084,0.093603,0.007023,0.08658
UCBI,2015-03-19,acquirer,-0.010492,-0.001932,-0.00856,-0.025574,-0.022157,-0.003417,-0.026885,-0.003806,-0.023079,0.07541,0.006817,0.068592
ABBV,2015-03-23,acquirer,-0.023716,-0.014655,-0.009062,-0.018504,-0.011449,-0.007055,0.086265,0.01122,0.075045,0.183737,0.020379,0.163358
CATY,2015-03-30,acquirer,-0.004386,-0.003532,-0.000854,0.008772,0.007528,0.001244,0.004873,0.009844,-0.004971,0.146199,0.002085,0.144114
CBU,2015-03-30,acquirer,-0.003046,-0.003532,0.000486,-0.009139,0.007528,-0.016667,-0.012567,0.009844,-0.022411,0.075781,0.002085,0.073696
FNAM,2015-04-02,acquirer,0.0,-0.002646,0.002646,0.0,0.006039,-0.006039,0.0,0.005119,-0.005119,-0.230769,-0.000518,-0.230252
HWM-P,2015-04-07,acquirer,-0.009017,0.004426,-0.013442,-0.250255,0.011782,-0.262037,0.009357,0.004311,0.005046,-0.266417,-0.011782,-0.254635
AA,2015-04-07,target,-0.033833,0.004426,-0.038259,-0.024416,0.011782,-0.036198,0.005232,0.004311,0.000921,-0.229857,-0.011782,-0.218075
HWM,2015-04-07,acquirer,-0.033844,0.004426,-0.038269,-0.024225,0.011782,-0.036007,0.004988,0.004311,0.000677,-0.230139,-0.011782,-0.218357
RTGN,2015-04-14,target,0.068571,-0.000284,0.068855,0.048571,0.000966,0.047606,0.148571,0.008464,0.140107,,,
TPH,2015-04-15,acquirer,0.005373,-0.011478,0.016851,-0.020819,0.00375,-0.02457,-0.02552,0.00983,-0.035351,0.016118,0.014092,0.002026
HL-PB,2015-04-20,acquirer,0.023396,0.004904,0.018492,0.019245,0.008782,0.010463,0.184528,0.015626,0.168902,0.192453,0.01517,0.177283
WAL,2015-04-21,target,0.0,0.002497,-0.002497,-0.005115,-0.000284,-0.004831,0.013884,0.01362,0.000264,0.107417,0.008399,0.099018
OLN,2015-05-08,acquirer,-0.01885,-0.003008,-0.015842,0.004713,0.011805,-0.007093,0.001414,0.001646,-0.000232,-0.236098,0.004654,-0.240752
KN,2015-05-19,acquirer,0.00938,0.00292,0.00646,0.010943,-0.001965,0.012908,0.01407,-0.004885,0.018955,-0.163106,-0.016677,-0.146429
CBIO,2015-05-22,acquirer,-0.031616,0.009474,-0.04109,-0.088993,0.00312,-0.092113,-0.032787,0.003914,-0.036701,-0.197892,-0.096273,-0.10162
MCHP,2015-05-26,acquirer,0.00763,-0.001124,0.008754,-0.010173,-0.003653,-0.00652,0.017294,-0.008542,0.025836,-0.18413,-0.115264,-0.068867
CIEN,2015-06-04,acquirer,-0.0148,-0.006154,-0.008646,0.0256,0.00114,0.02446,-0.0464,-0.003533,-0.042867,-0.0808,-0.063251,-0.017549
OPK,2015-07-02,acquirer,-0.000595,0.006272,-0.006867,-0.014863,0.014731,-0.029595,-0.042806,0.012832,-0.055639,-0.458977,-0.05179,-0.407188
HOMB,2015-07-02,acquirer,-0.009253,0.006272,-0.015525,0.027758,0.014731,0.013027,0.103915,0.012832,0.091082,0.088968,-0.05179,0.140758
HBI,2015-07-02,target,-0.003549,0.006272,-0.009822,0.005028,0.014731,-0.009703,-0.138421,0.012832,-0.151253,-0.138496,-0.05179,-0.086707
ACHC,2015-07-02,acquirer,-0.004129,0.006272,-0.010401,0.003753,0.014731,-0.010978,-0.025522,0.012832,-0.038355,-0.182535,-0.05179,-0.130745
RNVA,2015-07-17,acquirer,0.0,-0.003917,0.003917,-0.081667,-0.027251,-0.054416,-0.175,-0.012254,-0.162746,-0.103667,-0.038834,-0.064833
MDT,2015-07-17,acquirer,-0.005908,-0.003917,-0.001991,-0.017387,-0.027251,0.009864,0.01418,-0.012254,0.026434,-0.032242,-0.038834,0.006592
TRLEF,2015-07-21,acquirer,0.0,-0.005628,0.005628,0.0,-0.00287,0.00287,-0.214286,-0.035005,-0.179281,0.0,-0.034104,0.034104
VLY,2015-07-29,acquirer,0.0,-0.001467,0.001467,0.011024,-0.01168,0.022704,-0.051969,-0.054734,0.002766,0.080315,-0.003668,0.083983
VLYPP,2015-07-29,acquirer,0.0,-0.001467,0.001467,-0.002199,-0.01168,0.009481,-0.007331,-0.054734,0.047403,0.031525,-0.003668,0.035193
CB,2015-08-03,acquirer,0.00694,0.003295,0.003645,-0.003525,-0.003352,-0.000173,-0.088235,-0.066701,-0.021535,0.040317,0.010056,0.030261
CNSL,2015-08-10,acquirer,-0.021516,0.001197,-0.022713,0.000489,0.006271,-0.005782,-0.065037,-0.061453,-0.003584,0.0956,0.002337,0.093263
CNC,2015-08-18,acquirer,-0.059887,-0.020843,-0.039044,-0.112288,-0.066526,-0.045762,-0.11935,-0.056875,-0.062475,-0.168362,-0.008508,-0.159853
MPLX,2015-08-18,acquirer,-0.001914,-0.020843,0.018929,-0.059809,-0.066526,0.006717,-0.14689,-0.056875,-0.090015,-0.18134,-0.008508,-0.172831
JUVF,2015-08-24,acquirer,0.0,0.038366,-0.038366,0.0,0.024011,-0.024011,0.033816,0.035381,-0.001564,-0.016425,0.122213,-0.138638
WTW,2015-08-27,acquirer,-0.006488,-0.008059,0.001571,-0.025646,-0.033548,0.007902,-0.056868,-0.051098,-0.005769,0.07927,0.057068,0.022202
GLPI,2015-08-28,acquirer,-0.013557,-0.029849,0.016292,-0.003873,-0.001204,-0.00267,-0.022595,-0.025516,0.002921,-0.087153,0.061263,-0.148416
PNK,2015-08-28,target,-0.032301,-0.029849,-0.002452,-0.025947,-0.001204,-0.024743,-0.104051,-0.025516,-0.078535,-0.131851,0.061263,-0.193113
QRTEB,2015-09-01,acquirer,0.008223,0.000731,0.007492,0.00506,0.002252,0.002808,-0.044908,0.003105,-0.048013,-0.040481,0.072685,-0.113166
QRTEA,2015-09-01,acquirer,0.0,0.000731,-0.000731,0.003517,0.002252,0.001265,-0.025791,0.003105,-0.028896,-0.029308,0.072685,-0.101994
FIS,2015-09-08,acquirer,0.011738,0.005435,0.006303,0.033287,0.027664,0.005622,0.053609,0.038351,0.015258,-0.068325,0.067969,-0.136295
HZNP,2015-09-08,acquirer,0.005276,0.005435,-0.000159,0.016884,0.027664,-0.010781,-0.35561,0.038351,-0.393961,-0.282448,0.067969,-0.350418
ENV,2015-09-10,acquirer,-0.002991,-0.003749,0.000758,0.070123,-0.001391,0.071514,0.042539,0.029627,0.012912,0.018943,0.051817,-0.032874
ABILF,2015-09-17,acquirer,0.0,0.005147,-0.005147,-0.000996,-0.01332,0.012324,-0.000996,0.040506,-0.041502,0.00498,0.048135,-0.043155
BBT,2015-09-25,acquirer,0.000371,0.000566,-0.000195,0.001857,0.055643,-0.053786,0.056092,0.098886,-0.042794,0.069094,0.098005,-0.028911
NPBC,2015-09-25,target,0.004314,0.000566,0.003748,0.037964,0.055643,-0.017679,0.040552,0.098886,-0.058334,0.069025,0.098005,-0.02898
ELV,2015-09-30,acquirer,0.020897,0.014968,0.005929,-0.011646,0.047305,-0.058951,0.001487,0.08223,-0.080743,0.008177,0.067447,-0.05927
ANTM,2015-09-30,target,0.020944,0.014968,0.005977,-0.011588,0.047305,-0.058893,0.001511,0.08223,-0.080718,0.003599,0.067447,-0.063848
CAM,2015-10-02,target,0.020693,-0.003399,0.024092,0.031666,0.015384,0.016283,0.108011,0.063145,0.044866,-0.009249,0.020571,-0.02982
SLB,2015-10-02,acquirer,0.025627,-0.003399,0.029026,0.039539,0.015384,0.024155,0.13088,0.063145,0.067736,-0.029654,0.020571,-0.050225
FNB,2015-10-07,target,-0.014509,0.000588,-0.015097,-0.018973,0.005646,-0.024619,0.089286,0.043875,0.045411,-0.073661,-0.040522,-0.033138
FNB-PE,2015-10-07,acquirer,-0.007084,0.000588,-0.007672,0.003542,0.005646,-0.002104,-0.035419,0.043875,-0.079294,0.025384,-0.040522,0.065906
