symbol,deal_date,role,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
ACHC,2015-10-09,acquirer,-0.008127,-0.006342,-0.001785,0.027888,0.009161,0.018728,0.130677,0.03494,0.095737,-0.025817,-0.033296,0.007479
SCOR,2015-10-30,acquirer,0.000896,0.002925,-0.002028,-0.009637,-0.010969,0.001332,-0.003586,-0.008831,0.005245,-0.121694,-0.08533,-0.036364
EXPE,2015-11-16,acquirer,0.036527,0.015838,0.020689,0.003203,0.018833,-0.015631,0.064399,-0.002995,0.067394,-0.101099,-0.060013,-0.041087
WBA,2015-11-24,target,0.009343,0.001131,0.008212,-0.017474,-0.017752,0.000278,0.029239,-0.013795,0.043033,-0.049135,-0.069821,0.020686
RAD,2015-11-24,acquirer,-0.006321,0.001131,-0.007452,0.0,-0.017752,0.017752,-0.00885,-0.013795,0.004945,0.005057,-0.069821,0.074878
TRGP,2015-12-03,acquirer,-0.139084,-0.006041,-0.133043,-0.059838,-0.036922,-0.022916,-0.232884,-0.045842,-0.187042,-0.069542,-0.047874,-0.021667
LRCX,2015-12-04,acquirer,0.032353,-0.006702,0.039055,-0.002941,-0.026184,0.023243,-0.079412,-0.063103,-0.016308,-0.048529,-0.037374,-0.011156
WY,2015-12-10,acquirer,-0.015027,0.005041,-0.020068,-0.031508,-0.003283,-0.028225,-0.122152,-0.059089,-0.063063,-0.02666,0.007386,-0.034046
WDC,2015-12-11,acquirer,0.025353,0.010499,0.014854,-0.005227,-0.000117,-0.005111,-0.163879,-0.048411,-0.115468,-0.216675,0.008166,-0.224841
HCMC,2015-12-11,acquirer,-0.036403,0.010499,-0.046901,0.641685,-0.000117,0.641801,0.284797,-0.048411,0.333207,-0.992546,0.008166,-1.000712
EIGR,2015-12-14,acquirer,0.279661,0.014661,0.265,0.288136,-0.001558,0.289694,-0.025424,-0.078499,0.053076,-0.050847,0.003983,-0.05483
AF,2015-12-18,target,0.001267,0.009042,-0.007774,0.028517,0.028408,0.000109,-0.082383,-0.0553,-0.027083,-0.015843,0.012833,-0.028676
NYCB-PU,2015-12-18,acquirer,0.716232,0.009042,0.70719,0.008916,0.028408,-0.019492,0.00214,-0.0553,0.057439,0.023894,0.012833,0.011061
NYCB,2015-12-18,acquirer,-0.004993,0.009042,-0.014035,0.020639,0.028408,-0.007769,-0.093209,-0.0553,-0.03791,-0.026964,0.012833,-0.039797
AMH,2015-12-22,target,-0.004986,-0.001656,-0.00333,0.01567,-0.010449,0.026119,-0.084046,-0.0768,-0.007245,-0.045584,-0.008451,-0.037133
HOT,2015-12-22,target,-0.004561,-0.001656,-0.002905,-0.012543,-0.010449,-0.002093,-0.112172,-0.0768,-0.035372,0.200135,-0.008451,0.208586
MAR,2015-12-22,acquirer,-0.001118,-0.001656,0.000538,-0.026202,-0.010449,-0.015753,-0.100336,-0.0768,-0.023535,0.040102,-0.008451,0.048553
DLR,2015-12-30,acquirer,0.007807,-0.013964,0.021771,0.018773,-0.058627,0.0774,0.052788,-0.067282,0.12007,0.194981,0.016907,0.178074
NWL,2016-01-13,acquirer,-0.009612,-0.021453,0.011841,-0.013616,-0.007355,-0.006261,-0.039648,-0.011217,-0.028431,0.188226,0.08814,0.100086
SPB,2016-01-15,acquirer,-0.019908,-0.012824,-0.007085,-0.009514,0.011385,-0.020899,-0.045631,0.021394,-0.067024,0.221106,0.121857,0.09925
UBSI,2016-01-26,acquirer,0.009611,0.00519,0.004421,-0.00699,0.016821,-0.023811,0.053735,0.036956,0.016779,0.154216,0.118497,0.035719
EXC,2016-01-29,acquirer,0.004614,-0.018043,0.022657,0.079103,-0.042525,0.121628,0.088332,0.027641,0.060691,0.181279,0.079521,0.101758
EHC,2016-01-29,acquirer,-0.010052,-0.018043,0.00799,-0.06353,-0.042525,-0.021006,-0.00965,0.027641,-0.037291,0.158424,0.079521,0.078903
GPN,2016-02-05,acquirer,-0.001397,6.3e-05,-0.001461,0.105988,0.023539,0.082449,0.128343,0.075312,0.053031,0.390419,0.116173,0.274246
HPY,2016-02-05,target,-0.000685,6.3e-05,-0.000748,0.044728,0.023539,0.021189,0.054199,0.075312,-0.021113,,,
ATML,2016-02-11,target,0.002488,0.016894,-0.014406,0.004975,0.043684,-0.038709,0.00995,0.08327,-0.07332,,,
MCHP,2016-02-11,acquirer,0.030667,0.016894,0.013774,0.075767,0.043684,0.032083,0.200842,0.08327,0.117572,0.17739,0.102811,0.074579
BECN,2016-02-16,acquirer,-0.018632,-0.004147,-0.014484,-0.009898,0.001647,-0.011545,0.15051,0.060868,0.089641,0.188064,0.067516,0.120548
RSG,2016-02-16,target,0.008605,-0.004147,0.012752,0.016949,0.001647,0.015302,0.061017,0.060868,0.000148,0.058149,0.067516,-0.009368
T,2016-02-19,acquirer,-0.002878,-0.012623,0.009745,0.002878,-0.006281,0.009159,0.048201,0.055626,-0.007425,0.060432,0.060458,-2.6e-05
DD,2016-03-01,acquirer,-0.000423,0.003902,-0.004324,-0.010994,0.001892,-0.012885,0.040169,0.045164,-0.004995,0.049049,0.062071,-0.013023
HBAN,2016-03-04,acquirer,-0.024578,-0.010908,-0.013669,0.015361,0.009501,0.00586,0.001536,0.034367,-0.032831,0.105991,0.059058,0.046933
FMER,2016-03-04,target,-0.017494,-0.010908,-0.006586,0.010402,0.009501,0.000901,-0.006619,0.034367,-0.040987,0.081324,0.059058,0.022266
HOPE,2016-03-07,acquirer,-0.001019,0.004921,-0.005941,-0.007136,0.018974,-0.02611,-0.038736,0.033264,-0.072,0.087666,0.072458,0.015208
NXST,2016-03-22,acquirer,-0.020457,-0.000461,-0.019996,0.018974,0.011346,0.007628,0.170471,0.028336,0.142135,0.102579,0.029373,0.073206
CSCD,2016-04-01,target,-0.002924,-0.009987,0.007063,-0.000975,-0.010838,0.009863,0.0,-0.000454,0.000454,,,
JCI,2016-04-05,acquirer,-0.005333,-0.011963,0.00663,0.041905,0.007654,0.03425,0.062857,-0.007031,0.069888,0.185905,0.020979,0.164926
ARI,2016-04-06,acquirer,-0.005587,0.002697,-0.008284,0.003724,0.019913,-0.016188,0.0,0.008665,-0.008665,0.024209,0.03271,-0.008501
LDOS,2016-04-18,acquirer,0.0,0.001004,-0.001004,0.004312,-0.004628,0.00894,-0.05482,-0.023754,-0.031066,-0.052356,0.035352,-0.087708
COTY,2016-04-21,acquirer,0.009827,-0.001736,0.011563,0.030159,-0.012658,0.042817,-0.126398,-0.017978,-0.10842,-0.098611,0.044973,-0.143584
PG,2016-04-21,target,0.005597,-0.001736,0.007334,-0.010235,-0.012658,0.002422,-0.009276,-0.017978,0.008703,0.067168,0.044973,0.022194
BERY,2016-05-03,acquirer,0.001905,-0.000228,0.002134,0.060019,0.00725,0.052769,0.105748,0.025689,0.080059,0.138774,0.059942,0.078832
DLTR,2016-05-05,acquirer,0.011331,0.000853,0.010478,-0.043848,-0.004665,-0.039183,0.123907,0.029015,0.094892,0.194975,0.066109,0.128866
NLY,2016-05-05,acquirer,0.005957,0.000853,0.005103,0.01787,-0.004665,0.022536,-0.008935,0.029015,-0.03795,0.055845,0.066109,-0.010264
INDB,2016-05-06,acquirer,0.008141,0.012449,-0.004307,0.000281,0.00432,-0.004039,0.057271,0.031435,0.025836,0.10612,0.064575,0.041545
ZAIS,2016-05-09,target,-0.117057,-0.009376,-0.107681,-0.384615,-0.017293,-0.367323,-0.347826,0.017405,-0.365231,-0.06689,0.052103,-0.118992
ACHC,2016-05-20,acquirer,0.016631,0.012946,0.003685,0.041578,0.022528,0.019051,0.075548,0.019334,0.056215,-0.079618,0.070435,-0.150052
CNC,2016-05-23,acquirer,0.023996,0.006756,0.01724,0.076413,0.011542,0.06487,0.188564,0.019425,0.169139,0.190095,0.058893,0.131202
APLE,2016-05-24,acquirer,-0.022341,0.000336,-0.022677,0.006256,0.00783,-0.001574,-0.006256,-0.023768,0.017513,0.067918,0.046362,0.021556
IQV,2016-06-02,acquirer,-0.000149,0.005065,-0.005214,-0.024546,-0.001002,-0.023544,0.000149,-0.003729,0.003878,0.151741,0.039183,0.112558
WSBC,2016-06-03,acquirer,0.000446,0.001606,-0.00116,-0.029897,-0.013678,-0.016219,-0.053101,-0.002824,-0.050277,0.017849,0.038598,-0.020749
CUZ,2016-06-06,acquirer,0.019858,0.003207,0.016651,-0.029314,-0.01725,-0.012064,-0.052009,-0.005031,-0.046978,0.047754,0.040084,0.00767
PKY,2016-06-06,target,0.01944,0.003207,0.016233,-0.040023,-0.01725,-0.022773,-0.064608,-0.005031,-0.059577,0.038879,0.040084,-0.001205
ABT,2016-06-13,acquirer,-0.006331,-0.00135,-0.004981,0.001583,0.007145,-0.005562,0.129471,0.044276,0.085196,0.08547,0.030323,0.055147
RRC,2016-06-13,acquirer,-0.003175,-0.00135,-0.001825,0.075476,0.007145,0.068331,-0.003908,0.044276,-0.048184,-0.041036,0.030323,-0.071359
STJ,2016-06-13,target,-0.003515,-0.00135,-0.002165,0.000521,0.007145,-0.006624,0.051035,0.044276,0.006759,0.017315,0.030323,-0.013008
FCFS,2016-06-14,acquirer,-0.002452,0.002986,-0.005438,0.048553,0.006873,0.04168,0.116724,0.044279,0.072445,-0.012997,0.031322,-0.044319
HL-PB,2016-06-29,acquirer,-0.0258,0.002056,-0.027857,-0.018651,0.015118,-0.033769,0.101958,0.035571,0.066387,0.027044,0.029958,-0.002914
AXAS,2016-06-30,acquirer,-0.051724,-0.007155,-0.044569,0.034483,0.016584,0.017898,-0.025862,0.026846,-0.052708,0.456897,0.035609,0.421287
SFNC,2016-07-08,acquirer,0.02191,0.007257,0.014653,0.017416,0.014131,0.003284,-0.004494,0.022425,-0.026919,0.073034,0.012767,0.060266
BHB,2016-07-19,acquirer,-0.001122,-0.003754,0.002633,-0.014021,-0.002628,-0.011393,-0.048233,0.008152,-0.056386,-0.021873,-0.010566,-0.011307
NSAM,2016-07-28,target,-0.001686,-0.000858,-0.000828,0.014334,0.00488,0.009454,0.016863,0.005684,0.011179,0.159359,-0.013245,0.172605
DBRG,2016-07-28,acquirer,-0.001576,-0.000858,-0.000718,0.014497,0.00488,0.009617,0.025528,0.005684,0.019844,0.16924,-0.013245,0.182486
DBRG-PH,2016-07-28,acquirer,0.008511,-0.000858,0.009369,-0.014468,0.00488,-0.019348,0.012766,0.005684,0.007082,0.052766,-0.013245,0.066011
OLN,2016-07-29,acquirer,-0.007528,-0.006387,-0.001141,0.014429,0.005152,0.009277,0.043915,0.004884,0.039031,0.063363,-0.015296,0.078659
LGF-A,2016-08-01,acquirer,-0.015625,0.002917,-0.018542,0.123437,0.012208,0.11123,0.091667,0.008481,0.083186,0.060417,-0.008913,0.069329
FTI,2016-08-10,acquirer,0.00847,-0.000852,0.009322,0.075735,0.000959,0.074776,0.066766,-0.010544,0.07731,0.263079,-0.005378,0.268458
RIG,2016-08-15,acquirer,0.0,0.00187,-0.00187,0.013848,0.004647,0.0092,-0.083086,-0.012286,-0.0708,0.051434,-0.001282,0.052716
BGCP,2016-08-16,acquirer,-0.005168,0.002239,-0.007407,-0.007752,-0.002399,-0.005353,0.02584,-0.017969,0.043808,0.118863,0.004639,0.114224
SSB,2016-08-19,acquirer,0.002005,0.002025,-2e-05,0.014868,-0.000799,0.015667,0.016873,-0.007406,0.024279,0.154694,0.004902,0.149793
FMCB,2016-08-26,acquirer,0.0,-0.001653,0.001653,0.0,0.003093,-0.003093,0.0,-0.002826,0.002826,0.083347,0.014823,0.068523
CLBH,2016-08-29,target,0.002545,-0.002831,0.005375,-0.003053,0.004647,-0.0077,0.000509,-0.010255,0.010764,0.221374,0.01848,0.202894
TSLA,2016-08-31,acquirer,-0.0142,0.004499,-0.018699,-0.03139,-0.018906,-0.012484,0.065022,-0.00241,0.067433,-0.093423,0.015104,-0.108527
PPS,2016-09-12,target,0.010376,-0.000382,0.010759,0.029271,0.005952,0.023319,-0.045377,0.007317,-0.052694,,,
MAA,2016-09-12,target,0.010971,-0.000382,0.011353,0.027051,0.005952,0.0211,-0.044785,0.007317,-0.052102,0.040277,0.066397,-0.026121
GNL,2016-09-16,target,-0.016949,5.4e-05,-0.017003,0.022599,0.003854,0.018745,-0.041808,0.001411,-0.043219,0.016949,0.060688,-0.043739
FNB,2016-09-23,acquirer,0.004711,0.006219,-0.001507,-0.004711,0.007192,-0.011903,0.076561,-0.000324,0.076885,0.347468,0.059752,0.287715
FNB-PE,2016-09-23,acquirer,0.00223,0.006219,-0.003989,0.007804,0.007192,0.000612,0.013935,-0.000324,0.01426,-0.048495,0.059752,-0.108247
AEPI,2016-09-26,target,-0.002957,0.004998,-0.007955,-0.03253,-0.004138,-0.028392,-0.021418,-0.008491,-0.012927,0.057442,0.055836,0.001606
BERY,2016-09-26,acquirer,-0.003484,0.004998,-0.008482,-0.062967,-0.004138,-0.058829,-0.051269,-0.008491,-0.042778,0.10005,0.055836,0.044214
CKEC,2016-09-26,target,-0.000611,0.004998,-0.005609,0.006112,-0.004138,0.01025,0.002445,-0.008491,0.010936,,,
AMC,2016-09-26,acquirer,-0.000295,0.004998,-0.005293,0.009921,-0.004138,0.014059,0.012147,-0.008491,0.020638,0.132539,0.055836,0.076703
TELL,2016-09-30,acquirer,0.038194,-0.0051,0.043295,0.078125,0.001772,0.076353,-0.138889,-0.022066,-0.116823,0.916667,0.050038,0.866629
DXC,2016-11-02,acquirer,0.040695,-0.00111,0.041805,0.103109,0.039008,0.064101,0.11454,0.05854,0.056001,0.278692,0.102985,0.175707
HPE,2016-11-02,target,0.01127,-0.00111,0.01238,0.058402,0.039008,0.019394,0.110656,0.05854,0.052116,0.082992,0.102985,-0.019993
CBOE,2016-11-07,acquirer,0.040755,0.010605,0.03015,0.077594,0.019478,0.058115,0.188112,0.051564,0.136548,0.23296,0.083378,0.149581
LEN,2016-11-10,acquirer,0.026225,0.000749,0.025476,0.053775,0.009581,0.044193,0.097483,0.05235,0.045134,0.121325,0.086179,0.035145
JCI,2016-11-28,acquirer,-0.009007,-0.002412,-0.006594,-0.028384,0.003566,-0.03195,-0.076419,0.021553,-0.097973,-0.063319,0.084955,-0.148273
HBI,2016-12-07,target,0.000437,0.006072,-0.005635,-0.035387,0.007358,-0.042744,-0.020096,0.011731,-0.031827,-0.11313,0.062465,-0.175595
MBVT,2016-12-07,target,0.016981,0.006072,0.01091,0.007547,0.007358,0.000189,-0.012264,0.011731,-0.023996,-0.059434,0.062465,-0.121899
HOMB,2016-12-07,acquirer,0.017234,0.006072,0.011162,-0.007256,0.007358,-0.014614,-0.018141,0.011731,-0.029872,0.013605,0.062465,-0.048859
CBU,2016-12-07,acquirer,0.013699,0.006072,0.007627,0.009273,0.007358,0.001915,-0.011802,0.011731,-0.023533,-0.055427,0.062465,-0.117891
GBCI,2016-12-08,acquirer,-0.016819,-0.001176,-0.015642,-0.014366,-0.000665,-0.013701,-0.0459,0.00849,-0.05439,-0.040645,0.052012,-0.092657
INDB,2016-12-09,acquirer,-0.002071,0.006656,-0.008727,0.029179,0.002714,0.026465,0.005648,0.007168,-0.001521,-0.05384,0.062366,-0.116206
CFNL,2016-12-09,target,0.005952,0.006656,-0.000704,-0.02381,0.002714,-0.026523,-0.07381,0.007168,-0.080978,-0.085417,0.062366,-0.147782
UBSI,2016-12-09,acquirer,0.005335,0.006656,-0.001322,-0.045643,0.002714,-0.048357,-0.07291,0.007168,-0.080079,-0.088915,0.062366,-0.151281
LUMN,2016-12-15,acquirer,0.000828,0.002201,-0.001373,-0.004551,0.002968,-0.007519,0.055027,0.003889,0.051138,-0.01151,0.043142,-0.054652
MPG,2016-12-16,target,0.013453,0.00383,0.009623,0.024664,0.003268,0.021396,0.035874,0.005362,0.030513,0.022422,0.043303,-0.020881
AXL,2016-12-16,acquirer,0.01619,0.00383,0.01236,0.052887,0.003268,0.049619,0.08041,0.005362,0.075048,0.012952,0.043303,-0.030351
BYD,2016-12-20,acquirer,-0.00462,-0.001734,-0.002886,-0.021561,-0.006325,-0.015235,-0.054928,0.00806,-0.062988,-0.005647,0.040298,-0.045945
ALST,2016-12-20,target,-0.5,-0.001734,-0.498266,-0.5,-0.006325,-0.493675,-0.45,0.00806,-0.45806,-0.5,0.040298,-0.540298
AMCC,2016-12-21,target,0.012048,0.001431,0.010617,-0.006024,-0.008227,0.002203,0.012048,0.018549,-0.006501,,,
TGEN,2016-12-21,acquirer,0.012724,0.001431,0.011293,0.090626,-0.008227,0.098853,0.106206,0.018549,0.087657,0.005713,0.041032,-0.035319
EQY,2016-12-21,target,0.001668,0.001431,0.000238,0.024024,-0.008227,0.032251,0.048048,0.018549,0.029499,,,
MTSI,2016-12-21,acquirer,0.008645,0.001431,0.007214,0.000216,-0.008227,0.008443,0.036741,0.018549,0.018192,-0.022693,0.041032,-0.063725
REG,2016-12-21,acquirer,0.00189,0.001431,0.000459,0.02415,-0.008227,0.032376,0.041999,0.018549,0.02345,-0.00588,0.041032,-0.046912
HEOP,2017-01-19,target,-0.011209,-0.00259,-0.008619,0.094476,0.009803,0.084673,0.115292,0.04297,0.072322,,,
IBTX,2017-01-20,acquirer,0.027994,0.006366,0.021628,0.022939,0.006162,0.016778,0.057543,0.044762,0.01278,0.039463,0.053267,-0.013803
SFNC,2017-01-20,acquirer,0.012211,0.006366,0.005846,-0.013956,0.006162,-0.020117,-0.018753,0.044762,-0.063515,-0.1099,0.053267,-0.163166
PTEN,2017-01-23,acquirer,0.056495,0.008653,0.047842,0.038256,-0.000304,0.03856,0.020907,0.038862,-0.017955,-0.162367,0.052677,-0.215043
CNSL,2017-01-26,acquirer,-0.006831,-0.006187,-0.000644,-0.009108,0.00166,-0.010768,-0.144213,0.032795,-0.177008,-0.086985,0.044314,-0.131299
FRP,2017-01-26,target,-0.005435,-0.006187,0.000752,0.0,0.00166,-0.00166,-0.138587,0.032795,-0.171382,-0.07337,0.044314,-0.117683
IT,2017-02-03,acquirer,-0.003937,5e-05,-0.003987,0.023721,0.016752,0.006968,0.052791,0.033303,0.019488,0.143838,0.051414,0.092424
ROYL,2017-02-14,acquirer,0.101695,-0.000833,0.102528,-0.016949,0.006471,-0.02342,0.033898,0.013384,0.020515,-0.288136,0.008187,-0.296323
SCAI,2017-02-21,target,0.000705,0.000682,2.3e-05,-0.000882,0.014818,-0.0157,-0.014638,-0.005215,-0.009423,,,
UNH,2017-02-21,acquirer,0.012633,0.000682,0.011951,0.045893,0.014818,0.031075,0.03326,-0.005215,0.038475,0.095354,0.020374,0.074979
DK,2017-02-28,acquirer,-0.028117,-0.006292,-0.021825,-0.034483,-0.013449,-0.021034,-0.034483,-0.010279,-0.024204,-0.01008,0.011287,-0.021367
OKE,2017-03-06,acquirer,-0.031944,-0.001895,-0.030049,-0.077578,-0.000437,-0.077141,-0.011561,-0.005054,-0.006507,-0.106176,0.030662,-0.136838
PNFP,2017-03-09,acquirer,0.002271,0.000485,0.001786,0.014112,0.00155,0.012561,-0.066504,-0.00562,-0.060884,0.023033,0.02849,-0.005457
UTEK,2017-03-13,target,0.001021,0.008653,-0.007633,-0.004764,-0.009091,0.004327,-0.005444,-0.007827,0.002383,,,
WLK,2017-03-13,acquirer,0.037339,0.008653,0.028685,0.006901,-0.009091,0.015992,0.010795,-0.007827,0.018621,0.026544,0.036801,-0.010257
VECO,2017-03-13,acquirer,0.006873,0.008653,-0.001781,-0.013746,-0.009091,-0.004655,-0.032646,-0.007827,-0.024819,0.089347,0.036801,0.052546
BUSE,2017-03-15,acquirer,0.008182,-0.001739,0.00992,-0.049545,-0.014391,-0.035154,-0.065,-0.012122,-0.052879,0.003182,0.026658,-0.023476
FCFP,2017-03-15,target,0.034091,-0.001739,0.035829,-0.05303,-0.014391,-0.038639,-0.056818,-0.012122,-0.044697,0.007576,0.026658,-0.019082
PGEN,2017-03-17,acquirer,-0.066248,-0.012834,-0.053413,-0.031915,-0.013318,-0.018596,-0.027079,-0.014045,-0.013034,0.131528,0.038357,0.093171
BKR,2017-03-28,acquirer,-0.012142,0.003164,-0.015307,0.005637,-0.003213,0.008851,-0.010841,0.010759,-0.0216,-0.106245,0.0388,-0.145045
AUD,2017-04-12,acquirer,-0.003817,0.008828,-0.012644,0.007634,0.008926,-0.001293,-0.236641,0.033486,-0.270127,-0.254084,0.061252,-0.315336
HOMB,2017-05-09,acquirer,-0.031674,-0.002008,-0.029666,-0.042232,-0.016875,-0.025357,0.021116,0.014772,0.006344,-0.013072,0.035806,-0.048878
MTEM,2017-05-12,acquirer,0.02,-0.000907,0.020907,-0.02,-0.003245,-0.016755,-0.14,0.016415,-0.156415,-0.036364,0.03097,-0.067333
WAFD,2017-05-23,acquirer,-0.003191,0.004766,-0.007957,0.012365,0.011438,0.000928,0.01077,0.015393,-0.004624,-0.023534,0.021351,-0.044885
BDX,2017-05-23,acquirer,-0.001243,0.004766,-0.006008,0.031188,0.011438,0.01975,0.047527,0.015393,0.032134,0.060574,0.021351,0.039223
ANCB,2017-05-23,target,0.0,0.004766,-0.004766,-0.002004,0.011438,-0.013442,0.004008,0.015393,-0.011385,0.006012,0.021351,-0.015339
CSC,2017-05-31,target,0.0,0.003298,-0.003298,0.0,0.001696,-0.001696,0.0,-0.001555,0.001555,0.0,0.015832,-0.015832
DXC,2017-05-31,acquirer,0.005882,0.003298,0.002584,-0.010807,0.001696,-0.012503,-0.00342,-0.001555,-0.001865,0.096717,0.015832,0.080885
RLJ-PA,2017-06-02,acquirer,0.007189,-0.003196,0.010385,0.047448,-0.002585,0.050033,0.05895,-0.000141,0.059091,0.081955,0.020726,0.06123
RLJ,2017-06-02,target,0.004821,-0.003196,0.008017,0.022039,-0.002585,0.024623,-0.02135,-0.000141,-0.021209,0.00551,0.020726,-0.015216
FCH,2017-06-02,target,0.006831,-0.003196,0.010026,0.019126,-0.002585,0.021711,-0.016393,-0.000141,-0.016252,,,
VZ,2017-06-02,acquirer,0.001361,-0.003196,0.004556,0.017687,-0.002585,0.020272,-0.02483,-0.000141,-0.024689,0.046599,0.020726,0.025873
LIN,2017-06-05,acquirer,-0.001549,0.001839,-0.003388,0.022457,0.005516,0.016941,-0.006453,-0.006129,-0.000324,-0.022371,0.016643,-0.039014
ASBB,2017-06-28,target,-0.00678,0.001891,-0.008671,0.00452,0.003168,0.001352,-0.00113,0.022459,-0.023589,0.011299,0.042459,-0.031159
FHN,2017-06-29,target,0.02322,0.001699,0.021521,0.002322,0.00236,-3.8e-05,0.010062,0.022794,-0.012732,0.106037,0.044125,0.061913
SBGI,2017-06-30,acquirer,-0.009272,0.002308,-0.01158,0.009272,-9.4e-05,0.009366,0.064018,0.021577,0.04244,-0.056954,0.046876,-0.10383
BUSE,2017-07-07,acquirer,-0.006467,-0.000753,-0.005713,-0.020785,0.012994,-0.03378,-0.002771,0.020151,-0.022922,0.067436,0.054708,0.012728
DLR,2017-07-10,acquirer,0.021858,0.007492,0.014366,0.031087,0.014323,0.016763,0.043837,0.020873,0.022965,0.093746,0.05376,0.039986
SSB,2017-07-14,acquirer,-0.002466,0.000558,-0.003024,-0.005367,0.005298,-0.010665,-0.022773,0.003997,-0.02677,0.085437,0.043549,0.041888
WFBI,2017-07-19,target,0.002047,-0.000877,0.002924,0.002047,0.000416,0.001631,-0.043567,-0.01778,-0.025788,0.059357,0.040039,0.019318
BHLB,2017-07-20,acquirer,-0.002809,-0.000231,-0.002578,0.02493,9.2e-05,0.024837,-0.069874,-0.016131,-0.053742,0.100772,0.041229,0.059543
SFNC,2017-07-24,acquirer,-0.00677,4.6e-05,-0.006816,0.001934,-0.000415,0.002349,-0.04352,-0.011576,-0.031944,0.104449,0.040264,0.064185
OKSB,2017-07-24,target,-0.007692,4.6e-05,-0.007738,0.003846,-0.000415,0.004261,-0.036538,-0.011576,-0.024962,,,
EQT,2017-07-27,acquirer,-0.036512,-0.000555,-0.035957,-0.05522,0.002034,-0.057254,-0.07936,-0.009475,-0.069886,-0.090827,0.04044,-0.131267
AUB,2017-08-16,acquirer,-0.000842,-0.001596,0.000754,0.012211,0.003708,0.008502,0.027368,0.032343,-0.004974,0.104421,0.060132,0.044289
WBKC,2017-08-16,target,0.002526,-0.001596,0.004122,0.001516,0.003708,-0.002193,0.012882,0.032343,-0.019461,,,
SBSI,2017-08-18,acquirer,0.002571,0.010476,-0.007906,0.015424,0.006859,0.008565,0.052271,0.034577,0.017694,0.073693,0.066851,0.006842
SNBC,2017-08-29,target,0.0,0.005984,-0.005984,-0.019272,0.003479,-0.022751,0.06424,0.026254,0.037986,0.119914,0.073148,0.046766
QRTEA,2017-08-31,acquirer,-0.01138,-0.007183,-0.004197,-0.001422,0.005525,-0.006948,0.036984,0.025323,0.011661,0.086771,0.072333,0.014438
QRTEB,2017-08-31,acquirer,-0.013825,-0.007183,-0.006642,0.021505,0.005525,0.01598,0.052227,0.025323,0.026904,0.09447,0.072333,0.022137
ONB,2017-09-12,target,-0.008587,-0.000319,-0.008268,0.046058,0.004516,0.041542,0.115535,0.022944,0.092591,0.089774,0.071706,0.018068
CBMX,2017-09-13,target,-0.039735,0.001369,-0.041104,-0.013245,0.002145,-0.01539,0.033113,0.024503,0.00861,,,
EVRG,2017-09-14,acquirer,-0.01249,0.002096,-0.014586,-0.027106,0.001002,-0.028108,0.020728,0.024469,-0.003741,0.084241,0.066071,0.01817
WBD,2017-09-14,acquirer,-0.028259,0.002096,-0.030355,-0.024157,0.001002,-0.025159,-0.131267,0.024469,-0.155736,-0.0866,0.066071,-0.152671
DISCK,2017-09-14,target,-0.024225,0.002096,-0.026321,-0.010659,0.001002,-0.011661,-0.125484,0.024469,-0.149954,-0.096415,0.066071,-0.162486
SIMPQ,2017-09-19,acquirer,0.005256,-0.002679,0.007935,0.026719,-4.5e-05,0.026765,-0.13491,0.022932,-0.157842,-0.074463,0.073881,-0.148344
J,2017-09-19,acquirer,-0.005386,-0.002679,-0.002707,0.010772,-4.5e-05,0.010817,0.012792,0.022932,-0.01014,0.153276,0.073881,0.079396
