symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
ABCB,COLB,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,5.08,8.26,1.62,749
FNB,IBTX,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.1,2.92,479
NEA,NZF,0.8064,Financial Services,Asset Management - Income,Asset Management - Income,True,3.48,2.45,1.42,749
ETV,EXG,0.8064,Financial Services,Asset Management,Asset Management - Income,False,1.68,2.83,1.68,749
INDB,NBHC,0.8064,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.45,2.49,749
FCF,SYBT,0.8064,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.91,1.1,749
DTE,PPL,0.8064,Utilities,Regulated Electric,Regulated Electric,True,25.0,23.95,1.04,749
WBS,ZION,0.8063,Financial Services,Banks - Regional,Banks - Regional,True,10.09,8.61,1.17,749
HFWA,IBOC,0.8063,Financial Services,Banks - Regional,Banks - Regional,True,1.08,3.93,3.65,749
CATY,SBCF,0.8063,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.77,1.18,749
FRME,TCBI,0.8063,Financial Services,Banks - Regional,Banks - Regional,True,2.16,4.08,1.88,749
BANR,GBCI,0.8063,Financial Services,Banks - Regional,Banks - Regional,True,2.14,5.72,2.67,749
HP,PTEN,0.8062,Energy,Oil & Gas Drilling,Oil & Gas Drilling,True,2.19,3.28,1.5,749
BUSE,PFC,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.15,1.85,517
HOPE,QCRH,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.41,1.0,749
FFIN,TRMK,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.35,1.82,749
FHB,HOMB,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,3.31,5.47,1.65,749
SBCF,WSBC,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,2.77,2.98,1.07,749
TCBI,ZION,0.8062,Financial Services,Banks - Regional,Banks - Regional,True,4.08,8.61,2.11,749
FBK,STEL,0.8061,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.6,1.86,749
BBT,QCRH,0.8061,Financial Services,Asset Management,Banks - Regional,False,2.31,1.41,1.64,749
FBP,FCF,0.8061,Financial Services,Banks - Regional,Banks - Regional,True,3.32,1.73,1.91,749
BHLB,FHB,0.8061,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.31,1.43,646
GBCI,HOPE,0.8061,Financial Services,Banks - Regional,Banks - Regional,True,5.72,1.41,4.06,749
EFSC,HFWA,0.806,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.08,1.96,749
CATY,SBSI,0.806,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.16,2.83,749
CADE,WBS,0.806,Financial Services,Banks - Regional,Banks - Regional,True,8.06,10.09,1.25,749
BXMX,JTSSX,0.806,Financial Services,Asset Management - Income,Asset Management,False,1.46,2.45,1.68,749
BUSE,EBC,0.806,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.97,1.87,749
ABCB,FBNC,0.806,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.1,2.42,749
FFBC,WTFC,0.8059,Financial Services,Banks - Regional,Banks - Regional,True,2.37,9.36,3.94,749
ETIGX,SMTAX,0.8059,Financial Services,Asset Management,Asset Management,True,1.72,3.52,2.04,472
ATERX,LADVX,0.8059,Financial Services,Asset Management - Global,Asset Management,False,6.52,1.38,4.73,334
BY,TOWN,0.8059,Financial Services,Banks - Regional,Banks - Regional,True,1.31,2.56,1.96,749
ADP,PAYX,0.8059,Industrials,Staffing & Employment Services,Staffing & Employment Services,True,125.55,56.88,2.21,749
NVR,TMHC,0.8058,Consumer Cyclical,Residential Construction,Residential Construction,True,21.15,6.37,3.32,749
GBCI,RNST,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,5.72,2.12,2.7,749
NBHC,WSFS,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,1.45,3.0,2.07,749
TCBK,WABC,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,1.54,1.19,1.29,749
INDB,SBCF,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,3.61,2.77,1.3,749
UMBF,WBS,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,8.73,10.09,1.15,749
NBTB,OCFC,0.8058,Financial Services,Banks - Regional,Banks - Regional,True,2.25,1.03,2.19,749
CBSH,FFBC,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,7.27,2.37,3.06,749
NWBI,WABC,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,1.76,1.19,1.48,749
BOKF,WSFS,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,7.22,3.0,2.4,749
TRMK,WAFD,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,2.35,2.43,1.03,749
HOPE,WABC,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.19,1.19,749
CBSH,ONB,0.8057,Financial Services,Banks - Regional,Banks - Regional,True,7.27,8.65,1.19,749
AN,PAG,0.8056,Consumer Cyclical,Auto - Dealerships,Auto - Dealerships,True,6.78,10.2,1.5,749
IBOC,RNST,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,3.93,2.12,1.85,749
OBK,UCB,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,1.16,3.8,3.28,749
EOS,PRGTX,0.8056,Financial Services,Asset Management - Income,Asset Management - Global,False,1.25,3.11,2.49,749
CFR,WBS,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,8.11,10.09,1.24,749
PFS,SBCF,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,2.58,2.77,1.08,749
HWC,OFG,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.91,2.77,749
BPOP,ONB,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,8.42,8.65,1.03,749
SBSI,WSBC,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,1.16,2.98,2.58,749
INDB,WBS,0.8056,Financial Services,Banks - Regional,Banks - Regional,True,3.61,10.09,2.79,749
MRO,OVV,0.8055,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,14.67,10.72,1.37,452
ETG,TY,0.8055,Financial Services,Asset Management - Income,Asset Management,False,1.68,1.67,1.0,749
SBSI,WSFS,0.8055,Financial Services,Banks - Regional,Banks - Regional,True,1.16,3.0,2.6,749
GBCI,HWC,0.8055,Financial Services,Banks - Regional,Banks - Regional,True,5.72,5.3,1.08,749
BUSE,DCOM,0.8055,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.3,1.64,749
ETV,QQQX,0.8055,Financial Services,Asset Management,Asset Management,True,1.68,1.32,1.27,749
AUB,FHB,0.8055,Financial Services,Banks - Regional,Banks - Regional,True,5.0,3.31,1.51,749
AMT,CCI,0.8055,Real Estate,REIT - Specialty,REIT - Specialty,True,85.65,39.39,2.17,749
CMS,PPL,0.8055,Utilities,Regulated Electric,Regulated Electric,True,19.84,23.95,1.21,749
PFBC,UCBI,0.8054,Financial Services,Banks - Regional,Banks - Regional,True,1.19,3.66,3.07,395
STEL,TCBK,0.8054,Financial Services,Banks - Regional,Banks - Regional,True,1.6,1.54,1.04,749
HBAN,PNFP,0.8054,Financial Services,Banks - Regional,Banks - Regional,True,25.66,7.34,3.5,749
ETW,ETY,0.8053,Financial Services,Asset Management - Global,Asset Management - Income,False,1.22,2.51,2.06,749
CATY,STEL,0.8053,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.6,2.05,749
PEBO,WSBC,0.8053,Financial Services,Banks - Regional,Banks - Regional,True,1.05,2.98,2.84,749
PEBO,TRST,0.8053,Financial Services,Banks - Regional,Banks - Regional,True,1.05,1.02,1.03,749
REXR,TRNO,0.8053,Real Estate,REIT - Industrial,REIT - Industrial,True,8.44,5.65,1.49,749
CUZ,PDM,0.8053,Real Estate,REIT - Office,REIT - Office,True,4.7,1.13,4.14,749
APA,NOG,0.8052,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,8.15,3.71,2.2,749
APA,MGY,0.8052,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,8.15,4.36,1.87,749
GBCI,TCBK,0.8052,Financial Services,Banks - Regional,Banks - Regional,True,5.72,1.54,3.72,749
IBTX,WSBC,0.8052,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.98,1.42,479
CBU,CHCO,0.8052,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.73,1.87,749
CSQ,EVT,0.8052,Financial Services,Asset Management,Asset Management - Income,False,3.1,1.84,1.69,749
BKU,FFBC,0.8052,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.37,1.43,749
BHLB,OBK,0.8052,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.16,2.0,646
PEB,XHR,0.8052,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.62,1.51,1.07,749
BHLB,PFBC,0.8051,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.19,1.95,646
FULT,OCFC,0.8051,Financial Services,Banks - Regional,Banks - Regional,True,3.54,1.03,3.44,749
HAFC,HOPE,0.8051,Financial Services,Banks - Regional,Banks - Regional,True,1.11,1.41,1.27,749
ABCB,CPF,0.8051,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.63,3.12,749
PFC,PPBI,0.805,Financial Services,Banks - Regional,Banks - Regional,True,1.15,2.36,2.05,517
FBK,OBK,0.805,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.16,2.57,749
ETG,PTOAX,0.805,Financial Services,Asset Management - Income,Asset Management,False,1.68,1.34,1.26,749
EXG,GDV,0.8049,Financial Services,Asset Management - Income,Asset Management - Income,True,2.83,2.16,1.31,749
CADE,FRME,0.8049,Financial Services,Banks - Regional,Banks - Regional,True,8.06,2.16,3.72,749
FULT,PEBO,0.8049,Financial Services,Banks - Regional,Banks - Regional,True,3.54,1.05,3.37,749
BKU,TRMK,0.8049,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.35,1.44,749
FFIN,RNST,0.8048,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.12,2.01,749
FLCSX,LADVX,0.8048,Financial Services,Asset Management,Asset Management,True,4.29,1.38,3.11,749
SSB,WAFD,0.8048,Financial Services,Banks - Regional,Banks - Regional,True,9.42,2.43,3.88,749
NBHC,TOWN,0.8047,Financial Services,Banks - Regional,Banks - Regional,True,1.45,2.56,1.76,749
FBNC,SSB,0.8047,Financial Services,Banks - Regional,Banks - Regional,True,2.1,9.42,4.48,749
SYBT,TCBK,0.8047,Financial Services,Banks - Regional,Banks - Regional,True,1.91,1.54,1.24,749
AOD,EXG,0.8047,Financial Services,Asset Management,Asset Management - Income,False,1.01,2.83,2.8,749
ASB,CBU,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,4.25,3.22,1.32,749
BKU,WSBC,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.98,1.14,749
FRME,HTLF,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.79,1.21,498
CPF,HOPE,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,1.63,1.41,1.15,749
HOMB,NBHC,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.45,3.77,749
PEBO,PPBI,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,1.05,2.36,2.24,645
GABC,SBSI,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,1.44,1.16,1.25,749
HOMB,SRCE,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.52,3.59,749
OBK,PEBO,0.8046,Financial Services,Banks - Regional,Banks - Regional,True,1.16,1.05,1.1,749
LNT,PPL,0.8046,Utilities,Regulated Electric,Regulated Electric,True,15.17,23.95,1.58,749
IBTX,TOWN,0.8045,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.56,1.22,479
HFWA,NBTB,0.8045,Financial Services,Banks - Regional,Banks - Regional,True,1.08,2.25,2.09,749
FBP,HOMB,0.8045,Financial Services,Banks - Regional,Banks - Regional,True,3.32,5.47,1.65,749
CVBF,PFS,0.8044,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.58,1.01,749
CVBF,TOWN,0.8044,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.56,1.0,749
NFBK,TRST,0.8044,Financial Services,Banks - Regional,Banks - Regional,True,1.77,1.02,1.73,749
AKR,KRG,0.8044,Real Estate,REIT - Retail,REIT - Retail,True,2.61,5.54,2.12,749
EFSC,FIBK,0.8043,Financial Services,Banks - Regional,Banks - Regional,True,2.11,3.34,1.59,749
FHB,WBS,0.8043,Financial Services,Banks - Regional,Banks - Regional,True,3.31,10.09,3.04,749
GPI,PAG,0.8042,Consumer Cyclical,Auto - Dealerships,Auto - Dealerships,True,5.07,10.2,2.01,749
BANF,HOPE,0.8042,Financial Services,Banks - Regional,Banks - Regional,True,3.53,1.41,2.5,749
LKFN,UBSI,0.8042,Financial Services,Banks - Regional,Banks - Regional,True,1.46,5.39,3.69,749
COP,HES,0.8041,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,116.91,40.82,2.86,613
ASB,GBCI,0.8041,Financial Services,Banks - Regional,Banks - Regional,True,4.25,5.72,1.35,749
SASR,SBCF,0.804,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.77,1.83,538
CATY,FBP,0.804,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.32,1.01,749
CBU,FIBK,0.804,Financial Services,Banks - Regional,Banks - Regional,True,3.22,3.34,1.04,749
SRCE,WSFS,0.804,Financial Services,Banks - Regional,Banks - Regional,True,1.52,3.0,1.97,749
DVN,PR,0.8039,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,9.21,2.21,749
HOPE,PB,0.8039,Financial Services,Banks - Regional,Banks - Regional,True,1.41,6.53,4.63,749
COLB,PPBI,0.8039,Financial Services,Banks - Regional,Banks - Regional,True,8.26,2.36,3.5,645
FHB,UCBI,0.8039,Financial Services,Banks - Regional,Banks - Regional,True,3.31,3.66,1.1,395
FIBK,OBK,0.8039,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.16,2.89,749
CMA,EWBC,0.8038,Financial Services,Banks - Regional,Banks - Diversified,False,11.47,15.54,1.35,749
EOS,ETG,0.8038,Financial Services,Asset Management - Income,Asset Management - Income,True,1.25,1.68,1.34,749
HWC,OBK,0.8038,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.16,4.58,749
GLPI,VICI,0.8038,Real Estate,REIT - Specialty,REIT - Diversified,False,13.14,30.58,2.33,749
APLE,INN,0.8038,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,3.7,1.02,3.63,749
APLE,XHR,0.8038,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,3.7,1.51,2.45,749
AR,SWN,0.8037,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,10.85,7.21,1.5,414
FFIN,FULT,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,4.27,3.54,1.21,749
CADE,PB,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,8.06,6.53,1.23,749
FNB,SASR,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.52,4.04,538
KRNY,TRST,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,1.22,1.02,1.2,749
PFC,SBSI,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,1.15,1.16,1.01,517
CADE,FHB,0.8037,Financial Services,Banks - Regional,Banks - Regional,True,8.06,3.31,2.43,749
EVT,NFJ,0.8037,Financial Services,Asset Management - Income,Asset Management,False,1.84,1.24,1.48,749
EFSC,SBCF,0.8036,Financial Services,Banks - Regional,Banks - Regional,True,2.11,2.77,1.32,749
CBU,WSBC,0.8036,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.98,1.08,749
FHB,FULT,0.8035,Financial Services,Banks - Regional,Banks - Regional,True,3.31,3.54,1.07,749
FULT,HFWA,0.8035,Financial Services,Banks - Regional,Banks - Regional,True,3.54,1.08,3.29,749
FULT,SNV,0.8035,Financial Services,Banks - Regional,Banks - Regional,True,3.54,7.39,2.08,728
OBK,STBA,0.8035,Financial Services,Banks - Regional,Banks - Regional,True,1.16,1.52,1.31,749
CHI,CHY,0.8035,Financial Services,Asset Management - Income,Asset Management - Income,True,1.14,1.23,1.08,749
CBU,EFSC,0.8035,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.11,1.53,749
AUB,CVBF,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.56,1.96,749
FFBC,LBAI,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.14,2.09,334
BPOP,FNB,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,8.42,6.14,1.37,749
NBHC,NBTB,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,1.45,2.25,1.55,749
CNOB,TCBK,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,1.32,1.54,1.16,749
FBK,NBHC,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.45,2.05,749
BKU,OCFC,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,3.39,1.03,3.29,749
FFIN,TRST,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,4.27,1.02,4.17,749
FNB,NBTB,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.25,2.73,749
AX,SSB,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,4.32,9.42,2.18,749
BOKF,PPBI,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,7.22,2.36,3.06,645
GBCI,ONB,0.8034,Financial Services,Banks - Regional,Banks - Regional,True,5.72,8.65,1.51,749
CBU,CVBF,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.56,1.26,749
FBK,QCRH,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.41,2.12,749
IBOC,QCRH,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,3.93,1.41,2.79,749
CFR,FITB,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,8.11,31.1,3.83,749
CTBI,SASR,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.52,1.49,538
BANF,TRST,0.8033,Financial Services,Banks - Regional,Banks - Regional,True,3.53,1.02,3.45,749
CNOB,WSBC,0.8032,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.98,2.25,749
BY,UCBI,0.8032,Financial Services,Banks - Regional,Banks - Regional,True,1.31,3.66,2.8,395
AUB,WBS,0.8031,Financial Services,Banks - Regional,Banks - Regional,True,5.0,10.09,2.02,749
BOH,WSFS,0.8031,Financial Services,Banks - Regional,Banks - Regional,True,2.71,3.0,1.11,749
LBAI,NFBK,0.8031,Financial Services,Banks - Regional,Banks - Regional,True,1.14,1.77,1.55,334
FCF,GABC,0.8031,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.44,1.2,749
ASB,OSBC,0.8031,Financial Services,Banks - Regional,Banks - Regional,True,4.25,1.03,4.14,749
NBTB,SBSI,0.803,Financial Services,Banks - Regional,Banks - Regional,True,2.25,1.16,1.95,749
BUSE,IBTX,0.803,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.1,1.01,479
BXMX,TY,0.803,Financial Services,Asset Management - Income,Asset Management,False,1.46,1.67,1.15,749
BHLB,OSBC,0.803,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.03,2.26,646
CFR,TCBI,0.803,Financial Services,Banks - Regional,Banks - Regional,True,8.11,4.08,1.99,749
OCFC,SFNC,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,1.03,2.7,2.62,749
FBK,PNFP,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,2.97,7.34,2.47,749
UCBI,VBTX,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,3.66,1.48,2.47,395
IBOC,OCFC,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,3.93,1.03,3.81,749
BXMX,FLCSX,0.8029,Financial Services,Asset Management - Income,Asset Management,False,1.46,4.29,2.94,749
FIBK,NBTB,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,3.34,2.25,1.48,749
EWBC,UMBF,0.8029,Financial Services,Banks - Diversified,Banks - Regional,False,15.54,8.73,1.78,749
SBSI,TRST,0.8029,Financial Services,Banks - Regional,Banks - Regional,True,1.16,1.02,1.13,749
MET,PFG,0.8029,Financial Services,Insurance - Life,Insurance - Diversified,False,56.43,17.51,3.22,749
SOJC,SOJE,0.8029,Utilities,Regulated Electric,Regulated Electric,True,24.08,90.22,3.75,749
HTH,NWBI,0.8028,Financial Services,Banks - Regional,Banks - Regional,True,1.86,1.76,1.06,749
OSBC,TRST,0.8028,Financial Services,Banks - Regional,Banks - Regional,True,1.03,1.02,1.0,749
ASB,NBHC,0.8028,Financial Services,Banks - Regional,Banks - Regional,True,4.25,1.45,2.93,749
IBOC,PB,0.8028,Financial Services,Banks - Regional,Banks - Regional,True,3.93,6.53,1.66,749
HSSIX,TFC,0.8028,Financial Services,Asset Management,Banks - Regional,False,85.38,62.37,1.37,749
RNST,WAFD,0.8027,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.43,1.14,749
PB,PNFP,0.8027,Financial Services,Banks - Regional,Banks - Regional,True,6.53,7.34,1.12,749
INDB,PFC,0.8027,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.15,3.15,517
CVBF,FBK,0.8027,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.97,1.16,749
OCFC,OSBC,0.8027,Financial Services,Banks - Regional,Banks - Regional,True,1.03,1.03,1.0,749
BHLB,SBCF,0.8026,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.77,1.2,646
BBT,EBC,0.8026,Financial Services,Asset Management,Banks - Regional,False,2.31,3.97,1.72,749
