symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
FFIN,UCB,0.851,Financial Services,Banks - Regional,Banks - Regional,True,4.27,3.8,1.13,749
HOMB,UCBI,0.8509,Financial Services,Banks - Regional,Banks - Regional,True,5.47,3.66,1.5,395
CMA,KEY,0.8509,Financial Services,Banks - Regional,Banks - Regional,True,11.47,22.6,1.97,749
DEI,KRC,0.8509,Real Estate,REIT - Office,REIT - Office,True,3.11,4.76,1.53,749
CSQ,SMTAX,0.8508,Financial Services,Asset Management,Asset Management,True,3.1,3.52,1.14,749
FCF,HOMB,0.8507,Financial Services,Banks - Regional,Banks - Regional,True,1.73,5.47,3.16,749
FIBK,PPBI,0.8506,Financial Services,Banks - Regional,Banks - Regional,True,3.34,2.36,1.42,645
MTDR,NOG,0.8505,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.95,3.71,1.87,749
CATY,IBTX,0.8505,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.1,1.56,479
FULT,WSFS,0.8505,Financial Services,Banks - Regional,Banks - Regional,True,3.54,3.0,1.18,749
CHRD,NOG,0.8504,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,3.71,1.63,749
ADX,FLCSX,0.8504,Financial Services,Asset Management,Asset Management,True,2.4,4.29,1.79,749
STBA,TCBK,0.8504,Financial Services,Banks - Regional,Banks - Regional,True,1.52,1.54,1.01,749
FRME,TOWN,0.8504,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.56,1.18,749
ABCB,SNV,0.8504,Financial Services,Banks - Regional,Banks - Regional,True,5.08,7.39,1.45,728
BUSE,HOMB,0.8503,Financial Services,Banks - Regional,Banks - Regional,True,2.12,5.47,2.58,749
FNB,IBOC,0.8502,Financial Services,Banks - Regional,Banks - Regional,True,6.14,3.93,1.56,749
CATY,STBA,0.8502,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.52,2.16,749
MGY,MTDR,0.8501,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,4.36,6.95,1.59,749
ABCB,UMBF,0.8501,Financial Services,Banks - Regional,Banks - Regional,True,5.08,8.73,1.72,749
FRME,UCBI,0.85,Financial Services,Banks - Regional,Banks - Regional,True,2.16,3.66,1.69,395
CVBF,WSFS,0.8499,Financial Services,Banks - Regional,Banks - Regional,True,2.56,3.0,1.17,749
FCF,HOPE,0.8499,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.41,1.23,749
INDB,UCBI,0.8499,Financial Services,Banks - Regional,Banks - Regional,True,3.61,3.66,1.01,395
PEB,RLJ,0.8499,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.62,1.56,1.04,749
FBK,UBSI,0.8498,Financial Services,Banks - Regional,Banks - Regional,True,2.97,5.39,1.81,749
GS,MS,0.8498,Financial Services,Financial - Capital Markets,Financial - Capital Markets,True,274.86,278.9,1.01,749
FRME,FULT,0.8496,Financial Services,Banks - Regional,Banks - Regional,True,2.16,3.54,1.64,749
TRMK,UBSI,0.8496,Financial Services,Banks - Regional,Banks - Regional,True,2.35,5.39,2.3,749
FRME,GABC,0.8496,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.44,1.5,749
AWR,CWT,0.8496,Utilities,Regulated Water,Regulated Water,True,2.91,2.66,1.1,749
HOMB,SSB,0.8495,Financial Services,Banks - Regional,Banks - Regional,True,5.47,9.42,1.72,749
HOPE,PFS,0.8493,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.58,1.83,749
CADE,UCBI,0.8493,Financial Services,Banks - Regional,Banks - Regional,True,8.06,3.66,2.2,395
FFBC,WSFS,0.8492,Financial Services,Banks - Regional,Banks - Regional,True,2.37,3.0,1.27,749
STBA,TOWN,0.8492,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.56,1.68,749
ASB,WBS,0.8492,Financial Services,Banks - Regional,Banks - Regional,True,4.25,10.09,2.37,749
HWC,STBA,0.8492,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.52,3.49,749
DEI,VNO,0.8492,Real Estate,REIT - Office,REIT - Office,True,3.11,8.01,2.58,749
ABCB,FULT,0.8491,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.54,1.43,749
RNST,TRMK,0.849,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.35,1.11,749
BUSE,UCB,0.849,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.8,1.79,749
IBOC,UBSI,0.8489,Financial Services,Banks - Regional,Banks - Regional,True,3.93,5.39,1.37,749
ADX,JTSSX,0.8489,Financial Services,Asset Management,Asset Management,True,2.4,2.45,1.02,749
BY,FRME,0.8489,Financial Services,Banks - Regional,Banks - Regional,True,1.31,2.16,1.66,749
CSQ,JOBBX,0.8488,Financial Services,Asset Management,Asset Management,True,3.1,8.67,2.8,749
FCF,UCB,0.8488,Financial Services,Banks - Regional,Banks - Regional,True,1.73,3.8,2.19,749
KBH,TPH,0.8487,Consumer Cyclical,Residential Construction,Residential Construction,True,4.36,3.41,1.28,749
BHLB,NWBI,0.8487,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.76,1.32,646
BBT,FCF,0.8487,Financial Services,Asset Management,Banks - Regional,False,2.31,1.73,1.33,749
BXP,CUZ,0.8487,Real Estate,REIT - Office,REIT - Office,True,11.71,4.7,2.49,749
IBOC,STBA,0.8486,Financial Services,Banks - Regional,Banks - Regional,True,3.93,1.52,2.58,749
BHLB,UCBI,0.8486,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.66,1.58,395
HOPE,TRMK,0.8486,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.35,1.66,749
COP,EOG,0.8485,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,116.91,69.38,1.69,749
DCOM,OCFC,0.8485,Financial Services,Banks - Regional,Banks - Regional,True,1.3,1.03,1.26,749
CVBF,HOPE,0.8485,Financial Services,Banks - Regional,Banks - Regional,True,2.56,1.41,1.81,749
BUSE,UBSI,0.8484,Financial Services,Banks - Regional,Banks - Regional,True,2.12,5.39,2.54,749
ASB,UBSI,0.8484,Financial Services,Banks - Regional,Banks - Regional,True,4.25,5.39,1.27,749
CCS,MHO,0.8483,Consumer Cyclical,Residential Construction,Residential Construction,True,1.78,3.42,1.92,749
BBT,UCBI,0.8483,Financial Services,Asset Management,Banks - Regional,False,2.31,3.66,1.59,395
BHLB,FRME,0.8483,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.16,1.07,646
SSB,WSFS,0.8483,Financial Services,Banks - Regional,Banks - Regional,True,9.42,3.0,3.14,749
FCTFX,HIMYX,0.848,Financial Services,Asset Management - Income,Asset Management - Income,True,1.72,1.05,1.64,749
SSB,TOWN,0.848,Financial Services,Banks - Regional,Banks - Regional,True,9.42,2.56,3.68,749
FBK,FFBC,0.8479,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.37,1.25,749
ETG,FLCSX,0.8479,Financial Services,Asset Management - Income,Asset Management,False,1.68,4.29,2.55,749
FCF,PEBO,0.8479,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.05,1.65,749
BANR,HFWA,0.8478,Financial Services,Banks - Regional,Banks - Regional,True,2.14,1.08,1.99,749
PPBI,STBA,0.8478,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.52,1.55,645
BPOP,FBP,0.8478,Financial Services,Banks - Regional,Banks - Regional,True,8.42,3.32,2.54,749
FCF,FRME,0.8477,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.16,1.25,749
CBU,STBA,0.8477,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.52,2.12,749
KBH,MHO,0.8476,Consumer Cyclical,Residential Construction,Residential Construction,True,4.36,3.42,1.27,749
ASB,WSFS,0.8476,Financial Services,Banks - Regional,Banks - Regional,True,4.25,3.0,1.42,749
EVT,GDV,0.8473,Financial Services,Asset Management - Income,Asset Management - Income,True,1.84,2.16,1.17,749
ABCB,SBCF,0.8473,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.77,1.83,749
FFBC,ONB,0.8472,Financial Services,Banks - Regional,Banks - Regional,True,2.37,8.65,3.64,749
ETG,ETW,0.8472,Financial Services,Asset Management - Income,Asset Management - Global,False,1.68,1.22,1.38,749
ABCB,RNST,0.8472,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.12,2.4,749
AMFCX,INFO,0.8471,Financial Services,Asset Management,Asset Management,True,5.11,8.08,1.58,318
FRME,OCFC,0.8471,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.03,2.1,749
HST,PK,0.8471,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,12.3,2.91,4.22,749
MGY,OVV,0.847,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,4.36,10.72,2.46,749
TCBK,WSBC,0.8469,Financial Services,Banks - Regional,Banks - Regional,True,1.54,2.98,1.94,749
STBA,TRMK,0.8469,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.35,1.55,749
BBT,SFNC,0.8469,Financial Services,Asset Management,Banks - Regional,False,2.31,2.7,1.17,749
ASB,FFBC,0.8468,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.37,1.79,749
FRME,TRST,0.8468,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.02,2.11,749
HIMYX,PRVAX,0.8468,Financial Services,Asset Management - Income,Asset Management - Bonds,False,1.05,1.25,1.19,749
DHI,TOL,0.8466,Consumer Cyclical,Residential Construction,Residential Construction,True,52.28,13.36,3.91,749
BHLB,TOWN,0.8466,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.56,1.1,646
BANR,HOPE,0.8466,Financial Services,Banks - Regional,Banks - Regional,True,2.14,1.41,1.52,749
HOPE,NBTB,0.8466,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.25,1.6,749
HOMB,PPBI,0.8465,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.36,2.32,645
FFBC,UCBI,0.8464,Financial Services,Banks - Regional,Banks - Regional,True,2.37,3.66,1.54,395
AUB,UBSI,0.8464,Financial Services,Banks - Regional,Banks - Regional,True,5.0,5.39,1.08,749
BUSE,CATY,0.8463,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.28,1.54,749
PPBI,TRMK,0.8463,Financial Services,Banks - Regional,Banks - Regional,True,2.36,2.35,1.0,645
COF,SYF,0.8463,Financial Services,Financial - Credit Services,Financial - Credit Services,True,131.04,29.85,4.39,749
ABCB,BUSE,0.8462,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.12,2.4,749
PFS,RNST,0.8461,Financial Services,Banks - Regional,Banks - Regional,True,2.58,2.12,1.22,749
BANR,UCB,0.8461,Financial Services,Banks - Regional,Banks - Regional,True,2.14,3.8,1.77,749
APLE,DRH,0.8461,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,3.7,1.9,1.95,749
ONB,PPBI,0.8459,Financial Services,Banks - Regional,Banks - Regional,True,8.65,2.36,3.67,645
FNB,TRMK,0.8459,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.35,2.61,749
CATY,PFS,0.8459,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.58,1.27,749
HWC,SFNC,0.8458,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.7,1.96,749
CADE,PPBI,0.8458,Financial Services,Banks - Regional,Banks - Regional,True,8.06,2.36,3.42,645
FITB,PNC,0.8458,Financial Services,Banks - Regional,Banks - Regional,True,31.1,82.24,2.64,749
BANR,CVBF,0.8457,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.56,1.19,749
BUSE,CTBI,0.8456,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.02,2.08,749
NAD,NEA,0.8456,Financial Services,Asset Management - Income,Asset Management - Income,True,2.8,3.48,1.24,749
FRME,HWC,0.8456,Financial Services,Banks - Regional,Banks - Regional,True,2.16,5.3,2.45,749
IBTX,UCB,0.8455,Financial Services,Banks - Regional,Banks - Regional,True,2.1,3.8,1.81,479
AMFCX,JTSSX,0.8455,Financial Services,Asset Management,Asset Management,True,5.11,2.45,2.09,749
BANR,BBT,0.8454,Financial Services,Banks - Regional,Asset Management,False,2.14,2.31,1.08,749
HWC,INDB,0.8454,Financial Services,Banks - Regional,Banks - Regional,True,5.3,3.61,1.47,749
NWBI,PFS,0.8454,Financial Services,Banks - Regional,Banks - Regional,True,1.76,2.58,1.46,749
CHRD,MUR,0.8453,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,4.47,1.35,749
FNB,WSFS,0.8453,Financial Services,Banks - Regional,Banks - Regional,True,6.14,3.0,2.04,749
CBU,FFBC,0.8453,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.37,1.36,749
ABCB,IBTX,0.8453,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.1,2.42,479
FNB,STBA,0.8453,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.52,4.04,749
FFBC,IBOC,0.8453,Financial Services,Banks - Regional,Banks - Regional,True,2.37,3.93,1.65,749
KIM,KRG,0.8453,Real Estate,REIT - Retail,REIT - Retail,True,15.73,5.54,2.84,749
FIBK,TCBK,0.8452,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.54,2.18,749
CHRD,DVN,0.8451,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,20.39,3.37,749
BUSE,TCBK,0.8451,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.54,1.38,749
BUSE,HWC,0.8451,Financial Services,Banks - Regional,Banks - Regional,True,2.12,5.3,2.5,749
CFG,USB,0.8451,Financial Services,Banks - Regional,Banks - Regional,True,25.2,82.97,3.29,749
MTH,TOL,0.845,Consumer Cyclical,Residential Construction,Residential Construction,True,4.66,13.36,2.87,749
CHRD,MTDR,0.845,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,6.95,1.15,749
FNB,PNFP,0.845,Financial Services,Banks - Regional,Banks - Regional,True,6.14,7.34,1.2,749
RNST,UCB,0.845,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.8,1.79,749
PNC,RF,0.845,Financial Services,Banks - Regional,Banks - Regional,True,82.24,23.71,3.47,749
STBA,WSBC,0.845,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.98,1.96,749
FCF,TRMK,0.8449,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.35,1.35,749
FITB,ZION,0.8449,Financial Services,Banks - Regional,Banks - Regional,True,31.1,8.61,3.61,749
HWC,TRMK,0.8448,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.35,2.25,749
INDB,TRMK,0.8448,Financial Services,Banks - Regional,Banks - Regional,True,3.61,2.35,1.54,749
FIBK,HOPE,0.8448,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.41,2.37,749
HWC,PNFP,0.8448,Financial Services,Banks - Regional,Banks - Regional,True,5.3,7.34,1.39,749
CFG,WBS,0.8447,Financial Services,Banks - Regional,Banks - Regional,True,25.2,10.09,2.5,749
MTB,PNC,0.8447,Financial Services,Banks - Regional,Banks - Regional,True,32.9,82.24,2.5,749
BUSE,BY,0.8447,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.31,1.62,749
OVV,PR,0.8446,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,10.72,9.21,1.16,749
BBT,HOPE,0.8446,Financial Services,Asset Management,Banks - Regional,False,2.31,1.41,1.63,749
ASB,PPBI,0.8445,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.36,1.8,645
WSBC,WSFS,0.8445,Financial Services,Banks - Regional,Banks - Regional,True,2.98,3.0,1.01,749
FFBC,FULT,0.8444,Financial Services,Banks - Regional,Banks - Regional,True,2.37,3.54,1.49,749
ABCB,INDB,0.8444,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.61,1.41,749
BUSE,FNB,0.8443,Financial Services,Banks - Regional,Banks - Regional,True,2.12,6.14,2.9,749
CPT,EQR,0.8443,Real Estate,REIT - Residential,REIT - Residential,True,12.59,27.18,2.16,749
BHLB,RNST,0.8442,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.12,1.09,646
INDB,WSFS,0.8442,Financial Services,Banks - Regional,Banks - Regional,True,3.61,3.0,1.2,749
FNB,HOPE,0.8441,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.41,4.35,749
HWC,WBS,0.8441,Financial Services,Banks - Regional,Banks - Regional,True,5.3,10.09,1.9,749
CNOB,WSFS,0.844,Financial Services,Banks - Regional,Banks - Regional,True,1.32,3.0,2.27,749
PK,RLJ,0.844,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,2.91,1.56,1.87,749
FULT,UBSI,0.8439,Financial Services,Banks - Regional,Banks - Regional,True,3.54,5.39,1.52,749
FFBC,RNST,0.8439,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.12,1.12,749
FRME,NWBI,0.8439,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.76,1.23,749
BUSE,FBK,0.8439,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.97,1.4,749
MCO,SPGI,0.8438,Financial Services,Financial - Data & Stock Exchanges,Financial - Data & Stock Exchanges,True,86.06,155.19,1.8,749
FFBC,SSB,0.8438,Financial Services,Banks - Regional,Banks - Regional,True,2.37,9.42,3.97,749
ATERX,FLCSX,0.8438,Financial Services,Asset Management - Global,Asset Management,False,6.52,4.29,1.52,334
CATY,FCF,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.73,1.89,749
ASB,UCBI,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,4.25,3.66,1.16,395
ABCB,BBT,0.8437,Financial Services,Banks - Regional,Asset Management,False,5.08,2.31,2.21,749
BUSE,TRST,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.02,2.07,749
RNST,SFNC,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.7,1.27,749
PPBI,RNST,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,2.36,2.12,1.11,645
FRME,IBOC,0.8437,Financial Services,Banks - Regional,Banks - Regional,True,2.16,3.93,1.82,749
CADE,SSB,0.8436,Financial Services,Banks - Regional,Banks - Regional,True,8.06,9.42,1.17,749
HOMB,IBOC,0.8436,Financial Services,Banks - Regional,Banks - Regional,True,5.47,3.93,1.39,749
CVBF,PPBI,0.8435,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.36,1.09,645
INFO,TY,0.8433,Financial Services,Asset Management,Asset Management,True,8.08,1.67,4.82,318
HOMB,WSFS,0.8433,Financial Services,Banks - Regional,Banks - Regional,True,5.47,3.0,1.82,749
SASR,UBSI,0.8433,Financial Services,Banks - Regional,Banks - Regional,True,1.52,5.39,3.55,538
FBK,FNB,0.8433,Financial Services,Banks - Regional,Banks - Regional,True,2.97,6.14,2.06,749
FRME,INDB,0.8432,Financial Services,Banks - Regional,Banks - Regional,True,2.16,3.61,1.67,749
CATY,INDB,0.8432,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.61,1.1,749
BHLB,BUSE,0.8432,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.12,1.09,646
ASB,FBK,0.8432,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.97,1.43,749
STBA,UCBI,0.8432,Financial Services,Banks - Regional,Banks - Regional,True,1.52,3.66,2.41,395
UBSI,WAFD,0.8431,Financial Services,Banks - Regional,Banks - Regional,True,5.39,2.43,2.22,749
HWC,UMBF,0.8431,Financial Services,Banks - Regional,Banks - Regional,True,5.3,8.73,1.65,749
BUSE,GABC,0.8431,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.44,1.47,749
FCF,TOWN,0.8431,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.56,1.48,749
FRME,SFNC,0.843,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.7,1.25,749
BBT,UBSI,0.843,Financial Services,Asset Management,Banks - Regional,False,2.31,5.39,2.34,749
CVBF,UCB,0.8429,Financial Services,Banks - Regional,Banks - Regional,True,2.56,3.8,1.48,749
CHCO,STBA,0.8429,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.52,1.14,749
FFIN,WSFS,0.8429,Financial Services,Banks - Regional,Banks - Regional,True,4.27,3.0,1.42,749
FNB,PPBI,0.8428,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.36,2.61,645
PFS,SFNC,0.8428,Financial Services,Banks - Regional,Banks - Regional,True,2.58,2.7,1.05,749
FLCSX,GDV,0.8428,Financial Services,Asset Management,Asset Management - Income,False,4.29,2.16,1.99,749
NBTB,UBSI,0.8428,Financial Services,Banks - Regional,Banks - Regional,True,2.25,5.39,2.39,749
BHLB,OCFC,0.8428,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.03,2.25,646
CHCO,UBSI,0.8428,Financial Services,Banks - Regional,Banks - Regional,True,1.73,5.39,3.13,749
BY,HOPE,0.8427,Financial Services,Banks - Regional,Banks - Regional,True,1.31,1.41,1.08,749
ABCB,IBOC,0.8427,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.93,1.29,749
ASB,FRME,0.8427,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.16,1.97,749
TOWN,WSBC,0.8425,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.98,1.16,749
DEI,HIW,0.8425,Real Estate,REIT - Office,REIT - Office,True,3.11,3.25,1.05,749
HOPE,WSBC,0.8424,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.98,2.11,749
BBT,INDB,0.8424,Financial Services,Asset Management,Banks - Regional,False,2.31,3.61,1.57,749
FIBK,UBSI,0.8424,Financial Services,Banks - Regional,Banks - Regional,True,3.34,5.39,1.61,749
ABCB,OCFC,0.8424,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.03,4.93,749
ABCB,PFS,0.8423,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.58,1.97,749
BBT,FFBC,0.8423,Financial Services,Asset Management,Banks - Regional,False,2.31,2.37,1.03,749
BHLB,WSBC,0.8422,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.98,1.29,646
AVB,CPT,0.8422,Real Estate,REIT - Residential,REIT - Residential,True,31.24,12.59,2.48,749
ABCB,SASR,0.8421,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.52,3.35,538
ATERX,ETG,0.8421,Financial Services,Asset Management - Global,Asset Management - Income,False,6.52,1.68,3.88,334
TCBI,WTFC,0.842,Financial Services,Banks - Regional,Banks - Regional,True,4.08,9.36,2.3,749
BBT,NWBI,0.842,Financial Services,Asset Management,Banks - Regional,False,2.31,1.76,1.31,749
HOPE,SASR,0.842,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.52,1.08,538
FULT,TRMK,0.8418,Financial Services,Banks - Regional,Banks - Regional,True,3.54,2.35,1.51,749
FCF,FNB,0.8418,Financial Services,Banks - Regional,Banks - Regional,True,1.73,6.14,3.54,749
BHLB,TRST,0.8418,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.02,2.26,646
ONB,WSFS,0.8417,Financial Services,Banks - Regional,Banks - Regional,True,8.65,3.0,2.88,749
FRME,SASR,0.8416,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.52,1.42,538
FBK,STBA,0.8416,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.52,1.96,749
PFS,TCBK,0.8416,Financial Services,Banks - Regional,Banks - Regional,True,2.58,1.54,1.68,749
DRH,SHO,0.8416,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,2.39,1.26,749
FRME,HFWA,0.8415,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.08,2.01,749
BOKF,FNB,0.8415,Financial Services,Banks - Regional,Banks - Regional,True,7.22,6.14,1.18,749
ADI,MCHP,0.8415,Technology,Semiconductors,Semiconductors,True,115.75,26.01,4.45,749
HSSIX,RF,0.8414,Financial Services,Asset Management,Banks - Regional,False,85.38,23.71,3.6,749
BUSE,UCBI,0.8414,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.66,1.72,395
BHLB,FBK,0.8412,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.97,1.28,646
ADX,CSQ,0.8412,Financial Services,Asset Management,Asset Management,True,2.4,3.1,1.29,749
HOMB,TRMK,0.8412,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.35,2.33,749
ABCB,STBA,0.8412,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.52,3.35,749
BUSE,ONB,0.8412,Financial Services,Banks - Regional,Banks - Regional,True,2.12,8.65,4.08,749
BKU,UCB,0.8411,Financial Services,Banks - Regional,Banks - Regional,True,3.39,3.8,1.12,749
CFR,WTFC,0.8411,Financial Services,Banks - Regional,Banks - Regional,True,8.11,9.36,1.15,749
ABCB,FCF,0.8411,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.73,2.93,749
NBTB,STBA,0.841,Financial Services,Banks - Regional,Banks - Regional,True,2.25,1.52,1.48,749
BKU,CADE,0.841,Financial Services,Banks - Regional,Banks - Regional,True,3.39,8.06,2.38,749
FBK,RNST,0.8409,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.12,1.4,749
NWBI,SFNC,0.8409,Financial Services,Banks - Regional,Banks - Regional,True,1.76,2.7,1.53,749
FITB,MTB,0.8409,Financial Services,Banks - Regional,Banks - Regional,True,31.1,32.9,1.06,749
HWC,RNST,0.8408,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.12,2.5,749
CBU,NBTB,0.8408,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.25,1.43,749
RF,USB,0.8407,Financial Services,Banks - Regional,Banks - Regional,True,23.71,82.97,3.5,749
FFBC,TCBK,0.8407,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.54,1.54,749
FRT,UE,0.8406,Real Estate,REIT - Retail,REIT - Diversified,False,9.35,2.61,3.59,749
SOJC,SOJD,0.8406,Utilities,Regulated Electric,Regulated Electric,True,24.08,22.69,1.06,749
KMI,WMB,0.8405,Energy,Oil & Gas Midstream,Oil & Gas Midstream,True,61.17,65.98,1.08,749
STEL,WSFS,0.8405,Financial Services,Banks - Regional,Banks - Regional,True,1.6,3.0,1.88,749
BUSE,TRMK,0.8404,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.35,1.11,749
FCF,IBOC,0.8404,Financial Services,Banks - Regional,Banks - Regional,True,1.73,3.93,2.27,749
BXP,HIW,0.8404,Real Estate,REIT - Office,REIT - Office,True,11.71,3.25,3.61,749
DVN,OVV,0.8403,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,10.72,1.9,749
DVN,OXY,0.8403,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,45.05,2.21,749
CFG,WTFC,0.8403,Financial Services,Banks - Regional,Banks - Regional,True,25.2,9.36,2.69,749
FRME,PEBO,0.8403,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.05,2.06,749
DRH,INN,0.8403,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,1.02,1.86,749
ABCB,TOWN,0.8402,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.56,1.99,749
FBK,PFS,0.8402,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.58,1.15,749
CBU,FRME,0.8402,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.16,1.49,749
BUSE,PEBO,0.8402,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.05,2.02,749
