symbol,event_date,surprise_raw,category,quintile,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
006405.KS,2024-03-20,11.12,positive,Q4,0.03937,-0.002287,0.041657,0.068898,-0.003281,0.072179,-0.084646,-0.059168,-0.025478,-0.090551,0.003289,-0.09384
011785.KS,2024-03-22,6.86,positive,Q4,0.014577,0.00713,0.007447,-0.034985,0.003759,-0.038744,-0.090379,-0.041844,-0.048535,-0.016035,0.025592,-0.041627
051915.KS,2024-03-25,-124.28,negative,Q1,-0.014563,-0.000718,-0.013845,-0.085761,-0.001425,-0.084335,-0.158576,-0.029502,-0.129074,-0.208738,0.009855,-0.218592
006805.KS,2024-03-26,-134.3,negative,Q1,0.030942,-0.003372,0.034314,-0.006187,-0.017473,0.011286,0.007426,-0.045911,0.053337,-0.029702,0.003492,-0.033194
066575.KS,2024-03-26,-307.11,negative,Q1,0.001079,-0.003372,0.004451,-0.057174,-0.017473,-0.039701,-0.084142,-0.045911,-0.038231,0.036677,0.003492,0.033186
33626L.KS,2024-03-26,-252.76,negative,Q1,0.001255,-0.003372,0.004627,0.012547,-0.017473,0.03002,0.007528,-0.045911,0.053439,0.395232,0.003492,0.39174
170900.KS,2024-03-26,-199.51,negative,Q1,-0.023499,-0.003372,-0.020127,-0.078329,-0.017473,-0.060856,-0.099217,-0.045911,-0.053306,-0.180157,0.003492,-0.183648
003555.KS,2024-03-27,-102.3,negative,Q1,-0.009245,0.000295,-0.00954,-0.043143,-0.001391,-0.041752,-0.053929,-0.032591,-0.021338,-0.069337,0.010405,-0.079742
010955.KS,2024-03-28,-27.58,negative,Q2,-0.006085,0.000448,-0.006533,0.026369,-0.011804,0.038173,-0.018256,-0.02155,0.003295,-0.052738,0.016537,-0.069275
096775.KS,2024-03-28,-113.53,negative,Q1,0.00738,0.000448,0.006932,0.00615,-0.011804,0.017954,-0.02706,-0.02155,-0.00551,0.03321,0.016537,0.016674
001045.KS,2024-03-28,13.24,positive,Q4,-0.011024,0.000448,-0.011472,0.007848,-0.011804,0.019651,0.006193,-0.02155,0.027743,-0.007047,0.016537,-0.023583
000640.KS,2024-03-28,-78.57,negative,Q1,0.008475,0.000448,0.008027,-0.033898,-0.011804,-0.022095,-0.054237,-0.02155,-0.032687,-0.088136,0.016537,-0.104672
066570.KS,2024-04-05,-29.38,negative,Q2,0.017989,-0.004596,0.022585,-0.021164,-0.017375,-0.003789,-0.007407,0.006149,-0.013556,0.146947,0.039479,0.107468
055550.KS,2024-04-18,4.38,positive,Q4,0.061078,0.014499,0.046579,0.11976,0.024874,0.094886,0.173653,0.057981,0.115671,0.303395,0.097008,0.206387
042700.KS,2024-04-19,232.5,positive,Q5,0.033832,-0.002442,0.036273,0.078678,0.022058,0.05662,0.103068,0.03603,0.067038,0.20771,0.074126,0.133584
175330.KS,2024-04-22,13.19,positive,Q4,-0.004608,0.020103,-0.024711,0.022273,0.026321,-0.004047,0.016897,0.038292,-0.021395,0.135844,0.065741,0.070103
267260.KS,2024-04-23,45.45,positive,Q5,-0.05098,-0.017614,-0.033367,None,None,None,0.001961,0.017214,-0.015253,0.152941,0.032798,0.120143
082740.KS,2024-04-23,312.77,positive,Q5,0.061044,-0.017614,0.078658,None,None,None,-0.007229,0.017214,-0.024443,0.201606,0.032798,0.168808
011070.KS,2024-04-24,63.72,positive,Q5,0.004706,0.010542,-0.005836,0.051765,0.020935,0.03083,0.112941,0.022438,0.090504,0.32,0.055417,0.264583
028260.KS,2024-04-24,29.63,positive,Q4,0.006662,0.010542,-0.003879,-0.026649,0.020935,-0.047584,-0.071286,0.022438,-0.093723,-0.015323,0.055417,-0.07074
042660.KS,2024-04-24,265.25,positive,Q5,-0.003067,0.010542,-0.013609,-0.042945,0.020935,-0.06388,-0.027607,0.022438,-0.050045,-0.050613,0.055417,-0.10603
267270.KS,2024-04-24,30.46,positive,Q5,0.00947,0.010542,-0.001072,0.047348,0.020935,0.026414,0.018939,0.022438,-0.003498,0.274621,0.055417,0.219205
207940.KS,2024-04-24,-10.74,negative,Q3,-0.012821,0.010542,-0.023362,-0.00641,0.020935,-0.027345,-0.037179,0.022438,-0.059617,0.087179,0.055417,0.031763
009540.KS,2024-04-25,133.11,positive,Q5,0.028682,0.011712,0.016971,-0.005426,0.007642,-0.013068,0.041085,0.025095,0.015991,0.465116,0.038542,0.426574
