symbol,event_date,surprise_pct,category,reaction_ret,abnormal_reaction,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_10d,bench_ret_10d,abnormal_ret_10d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
AKRBP.OL,2023-02-10,2.59,dip_5,-0.055338,-0.057383,-0.050098,-0.006293,-0.043805,-0.052134,-0.004584,-0.04755,-0.098839,-0.031809,-0.067029,-0.158399,-0.016244,-0.142155
AUSS.OL,2023-02-21,3.54,dip_5,-0.097288,-0.083905,0.01957,0.018931,0.000639,-0.011025,0.01981,-0.030835,0.049063,-0.040182,0.089245,0.077867,-0.024312,0.102179
IDEX.OL,2023-05-23,97.76,dip_5,-0.083838,-0.086614,-0.144459,-0.022912,-0.121547,-0.215015,0.003531,-0.218547,-0.18415,-0.01731,-0.16684,-0.302091,0.026717,-0.328808
KOG.OL,2023-07-12,4.04,dip_5,-0.05777,-0.062464,0.015415,0.008692,0.006723,0.001854,0.022318,-0.020463,-0.01217,0.047105,-0.059275,0.05007,0.093269,-0.0432
EPR.OL,2023-07-13,1.26,dip_5,-0.091597,-0.075949,-0.000709,0.027561,-0.02827,-0.024987,0.031156,-0.056142,0.004076,0.05722,-0.053144,-0.02162,0.103267,-0.124887
KIT.OL,2023-07-13,33.33,dip_5,-0.096056,-0.080408,-0.033458,0.027561,-0.061019,-0.037473,0.031156,-0.068629,0.041488,0.05722,-0.015732,-0.128212,0.103267,-0.231479
ATEA.OL,2023-07-18,2.37,dip_5,-0.071916,-0.092808,-0.014622,0.016909,-0.031531,-0.001487,0.018433,-0.01992,-0.023379,0.046067,-0.069446,-0.016109,0.111417,-0.127526
ASA.OL,2023-08-24,99.04,dip_20,-0.518325,-0.520791,0.09058,0.02851,0.06207,-0.289855,0.03324,-0.323095,-0.206522,0.047918,-0.25444,-0.32971,0.059663,-0.389373
DNB.OL,2023-10-19,16.64,dip_5,-0.077487,-0.053061,-0.026711,-0.007581,-0.019129,-0.034214,0.006735,-0.040949,-0.003416,0.01921,-0.022626,0.051462,-0.011042,0.062503
GSF.OL,2023-11-14,28.57,dip_10,-0.107729,-0.114098,0.006822,-0.017344,0.024166,0.023957,-0.013631,0.037588,-0.03887,-0.00995,-0.02892,0.014596,-0.051222,0.065818
