rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2007-04-01,2007-07-01,0.211299,0.072337,25,GFLLIMITED.NS,CGPOWER.NS,BALLARPUR.NS,KOTHARIPRO.NS,KIRLOSIND.NS,IITL.NS,NAGREEKEXP.NS,PRAKASH.NS,GESHIP.NS,KSL.NS,VGL.NS,AARVEEDEN.NS,SCI.NS,EICHERMOT.NS,GSFC.NS,TRIVENI.NS,FACT.NS,DHAMPURSUG.NS,HARRMALAYA.NS,GAEL.NS,MASTEK.NS,POLYPLEX.NS,TIMKEN.NS,CUB.NS,JSWSTEEL.NS,PGHL.NS,GUJALKALI.NS,TATACHEM.NS,GNFC.NS,ALEMBICLTD.NS
2007-07-01,2007-10-01,0.252182,0.021405,25,NXTDIGITAL.NS,GFLLIMITED.NS,BALLARPUR.NS,LORDSCHLO.NS,KOTHARIPRO.NS,PREMIER.NS,KIRLOSIND.NS,PRAKASH.NS,SRF.NS,GABRIEL.NS,SHREDIGCEM.NS,POLYPLEX.NS,GESHIP.NS,PRIMESECU.NS,SCI.NS,TATACHEM.NS,BHAGYANGR.NS,GAEL.NS,KSL.NS,TRIVENI.NS,DHAMPURSUG.NS,AKZOINDIA.NS,MANGLMCEM.NS,MASTEK.NS,GSFC.NS,GNFC.NS,BIRLACORPN.NS,GIPCL.NS,GUJALKALI.NS,RANEHOLDIN.NS
2007-10-01,2008-01-01,0.544016,-0.055792,26,NXTDIGITAL.NS,GFLLIMITED.NS,LORDSCHLO.NS,KOTHARIPRO.NS,PREMIER.NS,KIRLOSIND.NS,PRAKASH.NS,SRF.NS,GABRIEL.NS,SHREDIGCEM.NS,POLYPLEX.NS,GESHIP.NS,MASTEK.NS,PRIMESECU.NS,SCI.NS,TATACHEM.NS,BHAGYANGR.NS,GAEL.NS,KSL.NS,TRIVENI.NS,DHAMPURSUG.NS,AKZOINDIA.NS,MANGLMCEM.NS,GSFC.NS,GNFC.NS,BIRLACORPN.NS,GIPCL.NS,GUJALKALI.NS,RANEHOLDIN.NS,PGIL.NS
2008-01-01,2008-04-01,-0.393179,-0.052652,26,NXTDIGITAL.NS,GFLLIMITED.NS,LORDSCHLO.NS,KOTHARIPRO.NS,PREMIER.NS,KIRLOSIND.NS,PRAKASH.NS,SRF.NS,GABRIEL.NS,SHREDIGCEM.NS,POLYPLEX.NS,GESHIP.NS,MASTEK.NS,PRIMESECU.NS,SCI.NS,TATACHEM.NS,BHAGYANGR.NS,GAEL.NS,KSL.NS,AKZOINDIA.NS,MANGLMCEM.NS,GSFC.NS,GNFC.NS,BIRLACORPN.NS,GIPCL.NS,GUJALKALI.NS,RANEHOLDIN.NS,PGIL.NS,TIMKEN.NS,KCP.NS
2008-04-01,2008-07-01,-0.159865,-0.055578,26,MPSLTD.NS,NXTDIGITAL.NS,GFLLIMITED.NS,LORDSCHLO.NS,KOTHARIPRO.NS,PREMIER.NS,KIRLOSIND.NS,PRAKASH.NS,SRF.NS,GABRIEL.NS,SHREDIGCEM.NS,POLYPLEX.NS,GESHIP.NS,MASTEK.NS,JINDALSAW.NS,PRIMESECU.NS,SCI.NS,TATACHEM.NS,BHAGYANGR.NS,GAEL.NS,KSL.NS,AKZOINDIA.NS,MANGLMCEM.NS,GSFC.NS,GNFC.NS,BIRLACORPN.NS,GIPCL.NS,GUJALKALI.NS,RANEHOLDIN.NS,PGIL.NS
2008-07-01,2008-10-01,-0.098915,-0.090743,25,MPSLTD.NS,GFLLIMITED.NS,BSELINFRA.NS,GPIL.NS,MODIRUBBER.NS,AJMERA.NS,POLYPLEX.NS,NSIL.NS,TIL.NS,PGIL.NS,BANCOINDIA.NS,MANAKSIA.NS,CEATLTD.NS,BLBLIMITED.NS,TARIL.NS,JMFINANCIL.NS,RGL.NS,KOTHARIPRO.NS,RALLIS.NS,TATACONSUM.NS,MANGLMCEM.NS,KIRLOSIND.NS,MASTEK.NS,JINDALSAW.NS,TIIL.NS,CHENNPETRO.NS,COSMOFIRST.NS,JINDALPOLY.NS,BIRLACORPN.NS,VGUARD.NS
2008-10-01,2009-01-01,-0.311948,-0.192512,25,MPSLTD.NS,GFLLIMITED.NS,BSELINFRA.NS,GPIL.NS,MODIRUBBER.NS,AJMERA.NS,POLYPLEX.NS,NSIL.NS,TIL.NS,PGIL.NS,BANCOINDIA.NS,MANAKSIA.NS,CEATLTD.NS,BLBLIMITED.NS,TARIL.NS,JMFINANCIL.NS,MASTEK.NS,RGL.NS,KOTHARIPRO.NS,RALLIS.NS,TATACONSUM.NS,MANGLMCEM.NS,KIRLOSIND.NS,JINDALSAW.NS,TIIL.NS,CHENNPETRO.NS,COSMOFIRST.NS,JINDALPOLY.NS,BIRLACORPN.NS,VGUARD.NS
2009-01-01,2009-04-01,-0.070552,-0.121837,25,MPSLTD.NS,GFLLIMITED.NS,BSELINFRA.NS,GPIL.NS,MODIRUBBER.NS,AJMERA.NS,POLYPLEX.NS,NSIL.NS,TIL.NS,PGIL.NS,BANCOINDIA.NS,MANAKSIA.NS,CEATLTD.NS,BLBLIMITED.NS,TARIL.NS,JMFINANCIL.NS,MASTEK.NS,RGL.NS,KOTHARIPRO.NS,RALLIS.NS,TATACONSUM.NS,MANGLMCEM.NS,KIRLOSIND.NS,JINDALSAW.NS,TIIL.NS,CHENNPETRO.NS,COSMOFIRST.NS,JINDALPOLY.NS,BIRLACORPN.NS,VGUARD.NS
2009-04-01,2009-07-01,0.708848,0.14557,25,GFLLIMITED.NS,BSELINFRA.NS,GPIL.NS,MODIRUBBER.NS,AJMERA.NS,POLYPLEX.NS,NSIL.NS,TIL.NS,PGIL.NS,HEIDELBERG.NS,BANCOINDIA.NS,MANAKSIA.NS,CEATLTD.NS,SEAMECLTD.NS,BLBLIMITED.NS,TARIL.NS,JMFINANCIL.NS,MASTEK.NS,RGL.NS,KOTHARIPRO.NS,RALLIS.NS,JINDALSAW.NS,TATACONSUM.NS,MANGLMCEM.NS,KIRLOSIND.NS,TIIL.NS,CHENNPETRO.NS,COSMOFIRST.NS,JINDALPOLY.NS,BIRLACORPN.NS
2009-07-01,2009-10-01,0.368889,0.120529,28,ZUARIIND.NS,ZUARIGLOB.NS,GSFC.NS,JKLAKSHMI.NS,AMRUTANJAN.NS,TANLA.NS,TATASTLLP.NS,GRAPHITE.NS,BSOFT.NS,KOLTEPATIL.NS,MANGLMCEM.NS,SONATSOFTW.NS,KCP.NS,JKCEMENT.NS,ADSL.NS,MANAKSIA.NS,NAVA.NS,GESHIP.NS,ZENSARTECH.NS,GUJALKALI.NS,PRAKASH.NS,RATNAMANI.NS,GSS.NS,NSIL.NS,BAJAJELEC.NS,KGL.NS,HEIDELBERG.NS,OILCOUNTUB.NS,NUCLEUS.NS,TEXINFRA.NS
2009-10-01,2010-01-01,0.218347,0.106527,28,ZUARIIND.NS,ZUARIGLOB.NS,GSFC.NS,JKLAKSHMI.NS,AMRUTANJAN.NS,TANLA.NS,TATASTLLP.NS,GRAPHITE.NS,MASTEK.NS,BSOFT.NS,KOLTEPATIL.NS,MANGLMCEM.NS,SONATSOFTW.NS,KCP.NS,JKCEMENT.NS,ADSL.NS,MANAKSIA.NS,NAVA.NS,GESHIP.NS,ZENSARTECH.NS,GUJALKALI.NS,PRAKASH.NS,RATNAMANI.NS,GSS.NS,NSIL.NS,BAJAJELEC.NS,KGL.NS,HEIDELBERG.NS,OILCOUNTUB.NS,NUCLEUS.NS
2010-01-01,2010-04-01,0.063937,0.043738,29,ZUARIIND.NS,ZUARIGLOB.NS,GSFC.NS,JKLAKSHMI.NS,AMRUTANJAN.NS,TANLA.NS,TATASTLLP.NS,GRAPHITE.NS,MASTEK.NS,BSOFT.NS,KOLTEPATIL.NS,MANGLMCEM.NS,SONATSOFTW.NS,KCP.NS,JKCEMENT.NS,ADSL.NS,MANAKSIA.NS,NAVA.NS,GESHIP.NS,ZENSARTECH.NS,GUJALKALI.NS,PRAKASH.NS,RATNAMANI.NS,GSS.NS,NSIL.NS,BAJAJELEC.NS,KGL.NS,HEIDELBERG.NS,OILCOUNTUB.NS,NUCLEUS.NS
2010-04-01,2010-07-01,-0.009012,-0.123582,29,MPSLTD.NS,ZUARIIND.NS,ZUARIGLOB.NS,GSFC.NS,JKLAKSHMI.NS,AMRUTANJAN.NS,TANLA.NS,TATASTLLP.NS,GRAPHITE.NS,MASTEK.NS,BSOFT.NS,KOLTEPATIL.NS,MANGLMCEM.NS,SONATSOFTW.NS,KCP.NS,JKCEMENT.NS,ADSL.NS,MANAKSIA.NS,NAVA.NS,GESHIP.NS,ZENSARTECH.NS,GUJALKALI.NS,PRAKASH.NS,RATNAMANI.NS,GSS.NS,NSIL.NS,BAJAJELEC.NS,KGL.NS,OILCOUNTUB.NS,NUCLEUS.NS
2010-07-01,2010-10-01,0.154458,0.121395,26,MPSLTD.NS,HINDCOMPOS.NS,GFLLIMITED.NS,MASTEK.NS,KOTHARIPRO.NS,DOLPHIN.NS,KSERASERA.NS,GAEL.NS,ORIENTABRA.NS,GEECEE.NS,TARIL.NS,VARDHACRLC.NS,EVEREADY.NS,KCP.NS,CGCL.NS,JKLAKSHMI.NS,VISAKAIND.NS,NAVINFLUOR.NS,SRF.NS,AARTIIND.NS,EMCO.NS,BANCOINDIA.NS,MANGLMCEM.NS,SEAMECLTD.NS,JINDALPOLY.NS,ANDHRSUGAR.NS,EASUNREYRL.NS,BAJAJHLDNG.NS,MARATHON.NS,ACCELYA.NS
2010-10-01,2011-01-01,-0.050126,0.114312,26,MPSLTD.NS,HINDCOMPOS.NS,GFLLIMITED.NS,KOTHARIPRO.NS,DOLPHIN.NS,KSERASERA.NS,GAEL.NS,ORIENTABRA.NS,GEECEE.NS,TARIL.NS,VARDHACRLC.NS,EVEREADY.NS,KCP.NS,CGCL.NS,JKLAKSHMI.NS,VISAKAIND.NS,NAVINFLUOR.NS,SRF.NS,AARTIIND.NS,EMCO.NS,BANCOINDIA.NS,MASTEK.NS,MANGLMCEM.NS,SEAMECLTD.NS,JINDALPOLY.NS,ANDHRSUGAR.NS,EASUNREYRL.NS,BAJAJHLDNG.NS,MARATHON.NS,ACCELYA.NS
2011-01-01,2011-04-01,-0.115915,0.052524,26,MPSLTD.NS,HINDCOMPOS.NS,GFLLIMITED.NS,KOTHARIPRO.NS,DOLPHIN.NS,KSERASERA.NS,GAEL.NS,ORIENTABRA.NS,GEECEE.NS,TARIL.NS,VARDHACRLC.NS,EVEREADY.NS,KCP.NS,CGCL.NS,JKLAKSHMI.NS,VISAKAIND.NS,NAVINFLUOR.NS,SRF.NS,AARTIIND.NS,EMCO.NS,BANCOINDIA.NS,MASTEK.NS,MANGLMCEM.NS,SEAMECLTD.NS,JINDALPOLY.NS,ANDHRSUGAR.NS,EASUNREYRL.NS,BAJAJHLDNG.NS,MARATHON.NS,ACCELYA.NS
2011-04-01,2011-07-01,-0.071628,0.010819,26,HINDCOMPOS.NS,GFLLIMITED.NS,KOTHARIPRO.NS,DOLPHIN.NS,KSERASERA.NS,GAEL.NS,ORIENTABRA.NS,GEECEE.NS,TARIL.NS,VARDHACRLC.NS,EVEREADY.NS,KCP.NS,CGCL.NS,JKLAKSHMI.NS,VISAKAIND.NS,NAVINFLUOR.NS,SRF.NS,AARTIIND.NS,EMCO.NS,BANCOINDIA.NS,MASTEK.NS,MANGLMCEM.NS,SEAMECLTD.NS,JINDALPOLY.NS,ANDHRSUGAR.NS,EASUNREYRL.NS,BAJAJHLDNG.NS,MARATHON.NS,ACCELYA.NS,TATACHEM.NS
2011-07-01,2011-10-01,-0.070063,-0.174911,27,DHFL.NS,PEL.NS,EON.NS,POLYPLEX.NS,BORORENEW.NS,BPL.NS,WINDMACHIN.NS,MANINDS.NS,CONSOFINVT.NS,GFLLIMITED.NS,KOTHARIPRO.NS,NELCAST.NS,ESTER.NS,GAEL.NS,TIL.NS,SATHAISPAT.NS,VARDHACRLC.NS,TARIL.NS,INDSWFTLTD.NS,JINDALPOLY.NS,ORIENTABRA.NS,PRAKASH.NS,KCP.NS,NAVINFLUOR.NS,VISAKAIND.NS,GSS.NS,GSFC.NS,HERCULES.NS,BAJAJHLDNG.NS,BANCOINDIA.NS
2011-10-01,2012-01-01,-0.233516,0.167232,27,PEL.NS,DHFL.NS,EON.NS,POLYPLEX.NS,BORORENEW.NS,BPL.NS,WINDMACHIN.NS,MANINDS.NS,CONSOFINVT.NS,GFLLIMITED.NS,KOTHARIPRO.NS,NELCAST.NS,ESTER.NS,GAEL.NS,TIL.NS,SATHAISPAT.NS,VARDHACRLC.NS,TARIL.NS,INDSWFTLTD.NS,JINDALPOLY.NS,ORIENTABRA.NS,PRAKASH.NS,KCP.NS,NAVINFLUOR.NS,VISAKAIND.NS,GSS.NS,GSFC.NS,HERCULES.NS,BAJAJHLDNG.NS,BANCOINDIA.NS
2012-01-01,2012-04-01,0.220403,0.117341,27,DHFL.NS,PEL.NS,EON.NS,POLYPLEX.NS,BORORENEW.NS,BPL.NS,WINDMACHIN.NS,MANINDS.NS,CONSOFINVT.NS,GFLLIMITED.NS,KOTHARIPRO.NS,NELCAST.NS,ESTER.NS,GAEL.NS,TIL.NS,SATHAISPAT.NS,VARDHACRLC.NS,TARIL.NS,INDSWFTLTD.NS,JINDALPOLY.NS,ORIENTABRA.NS,PRAKASH.NS,KCP.NS,NAVINFLUOR.NS,VISAKAIND.NS,GSS.NS,GSFC.NS,HERCULES.NS,BAJAJHLDNG.NS,BANCOINDIA.NS
2012-04-01,2012-07-01,-0.008763,-0.032616,26,XCHANGING.NS,DHFL.NS,PEL.NS,EON.NS,POLYPLEX.NS,BORORENEW.NS,BPL.NS,WINDMACHIN.NS,MANINDS.NS,CONSOFINVT.NS,GFLLIMITED.NS,KOTHARIPRO.NS,NELCAST.NS,ESTER.NS,GAEL.NS,TIL.NS,SATHAISPAT.NS,VARDHACRLC.NS,CLNINDIA.NS,TARIL.NS,INDSWFTLTD.NS,JINDALPOLY.NS,ORIENTABRA.NS,PRAKASH.NS,KCP.NS,NAVINFLUOR.NS,VISAKAIND.NS,GSS.NS,GSFC.NS,HERCULES.NS
2012-07-01,2012-10-01,0.070503,0.063079,28,XCHANGING.NS,SMARTLINK.NS,KANORICHEM.NS,JBCHEPHARM.NS,GFLLIMITED.NS,VSTIND.NS,NAVINFLUOR.NS,ARVIND.NS,NIITLTD.NS,VAIBHAVGBL.NS,PRAKASH.NS,FORCEMOT.NS,SANGHVIMOV.NS,VHL.NS,KGL.NS,PRICOLLTD.NS,GENUSPOWER.NS,CLNINDIA.NS,MANAKSIA.NS,BANCOINDIA.NS,INDSWFTLTD.NS,SUBROS.NS,MAITHANALL.NS,VENUSREM.NS,DIAPOWER.NS,UFLEX.NS,ANDHRSUGAR.NS,VISAKAIND.NS,BALAMINES.NS,KCP.NS
2012-10-01,2013-01-01,0.051342,0.018995,28,XCHANGING.NS,SMARTLINK.NS,KANORICHEM.NS,JBCHEPHARM.NS,GFLLIMITED.NS,VSTIND.NS,NAVINFLUOR.NS,ARVIND.NS,NIITLTD.NS,VAIBHAVGBL.NS,PRAKASH.NS,FORCEMOT.NS,SANGHVIMOV.NS,VHL.NS,KGL.NS,PRICOLLTD.NS,GENUSPOWER.NS,CLNINDIA.NS,MANAKSIA.NS,BANCOINDIA.NS,SUBROS.NS,MAITHANALL.NS,VENUSREM.NS,DIAPOWER.NS,UFLEX.NS,ANDHRSUGAR.NS,VISAKAIND.NS,BALAMINES.NS,KCP.NS,UNITY.NS
2013-01-01,2013-04-01,-0.193079,0.073194,28,XCHANGING.NS,SMARTLINK.NS,KANORICHEM.NS,JBCHEPHARM.NS,GFLLIMITED.NS,VSTIND.NS,NAVINFLUOR.NS,ARVIND.NS,NIITLTD.NS,VAIBHAVGBL.NS,PRAKASH.NS,FORCEMOT.NS,SANGHVIMOV.NS,VHL.NS,KGL.NS,PRICOLLTD.NS,GENUSPOWER.NS,CLNINDIA.NS,MANAKSIA.NS,BANCOINDIA.NS,SUBROS.NS,MAITHANALL.NS,VENUSREM.NS,DIAPOWER.NS,UFLEX.NS,ANDHRSUGAR.NS,VISAKAIND.NS,BALAMINES.NS,KCP.NS,UNITY.NS
2013-04-01,2013-07-01,-0.065161,0.039519,29,SMARTLINK.NS,KANORICHEM.NS,JBCHEPHARM.NS,GFLLIMITED.NS,VSTIND.NS,NAVINFLUOR.NS,ARVIND.NS,NIITLTD.NS,VAIBHAVGBL.NS,PRAKASH.NS,FORCEMOT.NS,SANGHVIMOV.NS,VHL.NS,KGL.NS,PRICOLLTD.NS,GENUSPOWER.NS,MANAKSIA.NS,BANCOINDIA.NS,SUBROS.NS,MAITHANALL.NS,VENUSREM.NS,DIAPOWER.NS,UFLEX.NS,ANDHRSUGAR.NS,VISAKAIND.NS,BALAMINES.NS,KCP.NS,UNITY.NS,AURIONPRO.NS,BBTC.NS
2013-07-01,2013-10-01,-0.018636,0.054572,27,SPIC.NS,SWELECTES.NS,GFLLIMITED.NS,KOTHARIPRO.NS,GAEL.NS,COFORGE.NS,MANAKSIA.NS,VSTIND.NS,TIIL.NS,NMDC.NS,MASTEK.NS,BANCOINDIA.NS,MAITHANALL.NS,DCW.NS,DOLPHIN.NS,GSCLCEMENT.NS,PREMIER.NS,VISAKAIND.NS,SAURASHCEM.NS,DHANI.NS,TAKE.NS,ZYDUSWELL.NS,AMBIKCO.NS,HERCULES.NS,MUNJALAU.NS,TECHNOFAB.NS,MUNJALSHOW.NS,OPTOCIRCUI.NS,BAYERCROP.NS,TCI.NS
2013-10-01,2014-01-01,0.262637,0.086053,27,HCLTECH.NS,SPIC.NS,SWELECTES.NS,GFLLIMITED.NS,KOTHARIPRO.NS,GAEL.NS,COFORGE.NS,MANAKSIA.NS,VSTIND.NS,TIIL.NS,NMDC.NS,MASTEK.NS,BANCOINDIA.NS,MAITHANALL.NS,DCW.NS,DOLPHIN.NS,GSCLCEMENT.NS,PREMIER.NS,VISAKAIND.NS,SAURASHCEM.NS,DHANI.NS,TAKE.NS,ZYDUSWELL.NS,AMBIKCO.NS,HERCULES.NS,MUNJALAU.NS,TECHNOFAB.NS,MUNJALSHOW.NS,OPTOCIRCUI.NS,BAYERCROP.NS
