symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
7202.T,2022-07-01,8,1,upgrade_large,0.02086,-0.006367,0.027227,0.027817,-0.000995,0.028811,0.02086,0.051731,-0.030871,0.134877,-0.079188,0.214065
7276.T,2022-07-01,9,1,upgrade_large,0.033096,-0.006367,0.039463,0.070924,-0.000995,0.071919,0.049647,0.051731,-0.002084,-0.062626,-0.079188,0.016563
7518.T,2022-07-01,5,1,upgrade_large,0.03328,-0.006367,0.039647,0.068222,-0.000995,0.069217,-0.001662,0.051731,-0.053393,-0.049952,-0.079188,0.029236
9065.T,2022-07-01,3,0,upgrade_medium,0.010361,-0.006367,0.016728,0.044042,-0.000995,0.045036,0.111399,0.051731,0.059668,0.106455,-0.079188,0.185644
9613.T,2022-07-01,4,0,upgrade_medium,0.037578,-0.006367,0.043945,0.039185,-0.000995,0.04018,0.068173,0.051731,0.016442,0.007304,-0.079188,0.086492
3407.T,2022-07-01,2,1,upgrade_small,0.007739,-0.006367,0.014106,0.033845,-0.000995,0.03484,0.033363,0.051731,-0.018368,-0.058462,-0.079188,0.020726
4185.T,2022-07-01,3,4,upgrade_medium,0.026012,-0.006367,0.032378,0.027457,-0.000995,0.028451,-0.112717,0.051731,-0.164448,-0.205202,-0.079188,-0.126014
4502.T,2022-07-01,5,0,upgrade_large,0.021017,-0.006367,0.027384,0.056932,-0.000995,0.057926,-0.013034,0.051731,-0.064765,0.026982,-0.079188,0.10617
6762.T,2022-07-01,11,2,upgrade_large,-0.005071,-0.006367,0.001296,0.036813,-0.000995,0.037808,0.205584,0.051731,0.153853,0.143876,-0.079188,0.223064
6752.T,2022-07-01,14,1,upgrade_large,0.017587,-0.006367,0.023954,0.055551,-0.000995,0.056546,0.018517,0.051731,-0.033214,-0.046854,-0.079188,0.032334
6988.T,2022-07-01,7,1,upgrade_large,0.008147,-0.006367,0.014514,0.015132,-0.000995,0.016127,-0.017462,0.051731,-0.069193,-0.074404,-0.079188,0.004784
6758.T,2022-07-01,20,0,upgrade_large,0.027288,-0.006367,0.033655,0.052726,-0.000995,0.053721,0.038852,0.051731,-0.012879,-0.137827,-0.079188,-0.058638
6857.T,2022-07-01,8,4,upgrade_large,0.005662,-0.006367,0.012028,0.028325,-0.000995,0.02932,0.141643,0.051731,0.089912,-0.042097,-0.079188,0.037091
6902.T,2022-07-01,10,0,upgrade_large,0.004291,-0.006367,0.010658,0.060844,-0.000995,0.061839,0.049388,0.051731,-0.002343,-0.044934,-0.079188,0.034255
6981.T,2022-07-01,16,2,upgrade_large,0.015313,-0.006367,0.021679,0.063197,-0.000995,0.064191,0.070992,0.051731,0.019261,-0.066614,-0.079188,0.012574
9086.T,2022-07-01,3,0,upgrade_medium,0.024617,-0.006367,0.030984,0.035979,-0.000995,0.036974,0.021146,0.051731,-0.030585,-0.03519,-0.079188,0.043998
3289.T,2022-07-01,5,1,upgrade_large,-0.019498,-0.006367,-0.013131,-0.016706,-0.000995,-0.015711,0.008361,0.051731,-0.04337,0.059057,-0.079188,0.138245
4543.T,2022-07-01,10,1,upgrade_large,0.021681,-0.006367,0.028048,0.061051,-0.000995,0.062046,0.096439,0.051731,0.044708,0.019946,-0.079188,0.099134
