symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
003490.KS,2022-05-01,17,0,upgrade_large,0.00167,0.003181,-0.001512,-0.011686,-0.042628,0.030942,None,None,None,-0.165275,-0.111023,-0.054252
006120.KS,2022-05-01,6,0,upgrade_large,0.0,0.003181,-0.003181,-0.0391,-0.042628,0.003528,None,None,None,-0.143365,-0.111023,-0.032342
008770.KS,2022-05-01,12,2,upgrade_large,-0.006173,0.003181,-0.009354,-0.054321,-0.042628,-0.011693,None,None,None,-0.122222,-0.111023,-0.011199
010130.KS,2022-05-01,20,0,upgrade_large,-0.015598,0.003181,-0.018779,-0.043328,-0.042628,-0.0007,None,None,None,-0.168977,-0.111023,-0.057955
011780.KS,2022-05-01,11,4,upgrade_large,0.0,0.003181,-0.003181,-0.061489,-0.042628,-0.018861,None,None,None,-0.161812,-0.111023,-0.05079
015760.KS,2022-05-01,20,1,upgrade_large,-0.013363,0.003181,-0.016544,0.006682,-0.042628,0.049309,None,None,None,-0.028953,-0.111023,0.08207
032830.KS,2022-05-01,24,0,upgrade_large,-0.007716,0.003181,-0.010897,-0.015432,-0.042628,0.027196,None,None,None,-0.08642,-0.111023,0.024603
033780.KS,2022-05-01,23,3,upgrade_large,0.0,0.003181,-0.003181,0.002424,-0.042628,0.045052,None,None,None,-0.009697,-0.111023,0.101326
035420.KS,2022-05-01,31,0,upgrade_large,0.003559,0.003181,0.000378,-0.021352,-0.042628,0.021275,None,None,None,-0.078292,-0.111023,0.032731
036570.KS,2022-05-01,32,1,upgrade_large,0.017647,0.003181,0.014466,-0.032941,-0.042628,0.009686,None,None,None,-0.137647,-0.111023,-0.026624
039490.KS,2022-05-01,15,0,upgrade_large,0.0,0.003181,-0.003181,-0.046088,-0.042628,-0.00346,None,None,None,-0.126474,-0.111023,-0.015451
055550.KS,2022-05-01,27,0,upgrade_large,-0.001199,0.003181,-0.00438,0.016786,-0.042628,0.059414,None,None,None,-0.148337,-0.111023,-0.037314
145990.KS,2022-05-01,2,0,upgrade_small,-0.015845,0.003181,-0.019026,-0.06338,-0.042628,-0.020753,None,None,None,-0.257923,-0.111023,-0.1469
214320.KS,2022-05-01,17,0,upgrade_large,0.002036,0.003181,-0.001145,0.0,-0.042628,0.042628,None,None,None,-0.06946,-0.111023,0.041563
